temp_norm,precip_norm,humid_norm,beta_nn,temperature,precipitation,humidity,oviposition_rate
0.0,0.0,0.0,0.0551702082157135,7.150000095367432,0.0,29.0,0.0551702082157135
0.0,0.0,0.05263157894736842,0.05519911274313927,7.150000095367432,0.0,32.33458629407381,0.05519911274313927
0.0,0.0,0.10526315789473684,0.055223118513822556,7.150000095367432,0.0,35.66917258814762,0.055223118513822556
0.0,0.0,0.15789473684210525,0.05524224787950516,7.150000095367432,0.0,39.00375888222142,0.05524224787950516
0.0,0.0,0.21052631578947367,0.055256523191928864,7.150000095367432,0.0,42.33834517629523,0.055256523191928864
0.0,0.0,0.2631578947368421,0.05526597425341606,7.150000095367432,0.0,45.672931470369036,0.05526597425341606
0.0,0.0,0.3157894736842105,0.05527057498693466,7.150000095367432,0.0,49.007517764442845,0.05527057498693466
0.0,0.0,0.3684210526315789,0.05527037754654884,7.150000095367432,0.0,52.342104058516654,0.05527037754654884
0.0,0.0,0.42105263157894735,0.05526537448167801,7.150000095367432,0.0,55.676690352590455,0.05526537448167801
0.0,0.0,0.47368421052631576,0.055255576968193054,7.150000095367432,0.0,59.01127664666427,0.055255576968193054
0.0,0.0,0.5263157894736842,0.05524103343486786,7.150000095367432,0.0,62.34586294073807,0.05524103343486786
0.0,0.0,0.5789473684210527,0.05522169917821884,7.150000095367432,0.0,65.68044923481187,0.05522169917821884
0.0,0.0,0.631578947368421,0.05519764497876167,7.150000095367432,0.0,69.01503552888569,0.05519764497876167
0.0,0.0,0.6842105263157894,0.05516883358359337,7.150000095367432,0.0,72.34962182295949,0.05516883358359337
0.0,0.0,0.7368421052631579,0.05513528734445572,7.150000095367432,0.0,75.68420811703331,0.05513528734445572
0.0,0.0,0.7894736842105263,0.05509704351425171,7.150000095367432,0.0,79.01879441110711,0.05509704351425171
0.0,0.0,0.8421052631578947,0.055054109543561935,7.150000095367432,0.0,82.35338070518091,0.055054109543561935
0.0,0.0,0.894736842105263,0.05500646308064461,7.150000095367432,0.0,85.68796699925471,0.05500646308064461
0.0,0.0,0.9473684210526315,0.05495414137840271,7.150000095367432,0.0,89.02255329332854,0.05495414137840271
0.0,0.0,1.0,0.05489713326096535,7.150000095367432,0.0,92.35713958740234,0.05489713326096535
0.0,0.05263157894736842,0.0,0.0549970343708992,7.150000095367432,16.824594598067435,29.0,0.0549970343708992
0.0,0.05263157894736842,0.05263157894736842,0.05504957213997841,7.150000095367432,16.824594598067435,32.33458629407381,0.05504957213997841
0.0,0.05263157894736842,0.10526315789473684,0.05509744957089424,7.150000095367432,16.824594598067435,35.66917258814762,0.05509744957089424
0.0,0.05263157894736842,0.15789473684210525,0.05514063686132431,7.150000095367432,16.824594598067435,39.00375888222142,0.05514063686132431
0.0,0.05263157894736842,0.21052631578947367,0.05517914891242981,7.150000095367432,16.824594598067435,42.33834517629523,0.05517914891242981
0.0,0.05263157894736842,0.2631578947368421,0.05521295219659805,7.150000095367432,16.824594598067435,45.672931470369036,0.05521295219659805
0.0,0.05263157894736842,0.3157894736842105,0.05524207279086113,7.150000095367432,16.824594598067435,49.007517764442845,0.05524207279086113
0.0,0.05263157894736842,0.3684210526315789,0.05526650696992874,7.150000095367432,16.824594598067435,52.342104058516654,0.05526650696992874
0.0,0.05263157894736842,0.42105263157894735,0.0552862286567688,7.150000095367432,16.824594598067435,55.676690352590455,0.0552862286567688
0.0,0.05263157894736842,0.47368421052631576,0.0553012453019619,7.150000095367432,16.824594598067435,59.01127664666427,0.0553012453019619
0.0,0.05263157894736842,0.5263157894736842,0.05531158298254013,7.150000095367432,16.824594598067435,62.34586294073807,0.05531158298254013
0.0,0.05263157894736842,0.5789473684210527,0.055317215621471405,7.150000095367432,16.824594598067435,65.68044923481187,0.055317215621471405
0.0,0.05263157894736842,0.631578947368421,0.055318113416433334,7.150000095367432,16.824594598067435,69.01503552888569,0.055318113416433334
0.0,0.05263157894736842,0.6842105263157894,0.05531430244445801,7.150000095367432,16.824594598067435,72.34962182295949,0.05531430244445801
0.0,0.05263157894736842,0.7368421052631579,0.05530576780438423,7.150000095367432,16.824594598067435,75.68420811703331,0.05530576780438423
0.0,0.05263157894736842,0.7894736842105263,0.05529247969388962,7.150000095367432,16.824594598067435,79.01879441110711,0.05529247969388962
0.0,0.05263157894736842,0.8421052631578947,0.05527446046471596,7.150000095367432,16.824594598067435,82.35338070518091,0.05527446046471596
0.0,0.05263157894736842,0.894736842105263,0.05525171011686325,7.150000095367432,16.824594598067435,85.68796699925471,0.05525171011686325
0.0,0.05263157894736842,0.9473684210526315,0.055224157869815826,7.150000095367432,16.824594598067435,89.02255329332854,0.055224157869815826
0.0,0.05263157894736842,1.0,0.05519186332821846,7.150000095367432,16.824594598067435,92.35713958740234,0.05519186332821846
0.0,0.10526315789473684,0.0,0.054825346916913986,7.150000095367432,33.64918919613487,29.0,0.054825346916913986
0.0,0.10526315789473684,0.05263157894736842,0.0549016110599041,7.150000095367432,33.64918919613487,32.33458629407381,0.0549016110599041
0.0,0.10526315789473684,0.10526315789473684,0.05497346073389053,7.150000095367432,33.64918919613487,35.66917258814762,0.05497346073389053
0.0,0.10526315789473684,0.15789473684210525,0.05504079535603523,7.150000095367432,33.64918919613487,39.00375888222142,0.05504079535603523
0.0,0.10526315789473684,0.21052631578947367,0.055103596299886703,7.150000095367432,33.64918919613487,42.33834517629523,0.055103596299886703
0.0,0.10526315789473684,0.2631578947368421,0.05516190826892853,7.150000095367432,33.64918919613487,45.672931470369036,0.05516190826892853
0.0,0.10526315789473684,0.3157894736842105,0.05521564930677414,7.150000095367432,33.64918919613487,49.007517764442845,0.05521564930677414
0.0,0.10526315789473684,0.3684210526315789,0.055264849215745926,7.150000095367432,33.64918919613487,52.342104058516654,0.055264849215745926
0.0,0.10526315789473684,0.42105263157894735,0.0553094856441021,7.150000095367432,33.64918919613487,55.676690352590455,0.0553094856441021
0.0,0.10526315789473684,0.47368421052631576,0.055349480360746384,7.150000095367432,33.64918919613487,59.01127664666427,0.055349480360746384
0.0,0.10526315789473684,0.5263157894736842,0.05538487434387207,7.150000095367432,33.64918919613487,62.34586294073807,0.05538487434387207
0.0,0.10526315789473684,0.5789473684210527,0.055415600538253784,7.150000095367432,33.64918919613487,65.68044923481187,0.055415600538253784
0.0,0.10526315789473684,0.631578947368421,0.05544166639447212,7.150000095367432,33.64918919613487,69.01503552888569,0.05544166639447212
0.0,0.10526315789473684,0.6842105263157894,0.0554630309343338,7.150000095367432,33.64918919613487,72.34962182295949,0.0554630309343338
0.0,0.10526315789473684,0.7368421052631579,0.05547969415783882,7.150000095367432,33.64918919613487,75.68420811703331,0.05547969415783882
0.0,0.10526315789473684,0.7894736842105263,0.055491603910923004,7.150000095367432,33.64918919613487,79.01879441110711,0.055491603910923004
0.0,0.10526315789473684,0.8421052631578947,0.05549873039126396,7.150000095367432,33.64918919613487,82.35338070518091,0.05549873039126396
0.0,0.10526315789473684,0.894736842105263,0.0555010661482811,7.150000095367432,33.64918919613487,85.68796699925471,0.0555010661482811
0.0,0.10526315789473684,0.9473684210526315,0.055498577654361725,7.150000095367432,33.64918919613487,89.02255329332854,0.055498577654361725
0.0,0.10526315789473684,1.0,0.055491238832473755,7.150000095367432,33.64918919613487,92.35713958740234,0.055491238832473755
0.0,0.15789473684210525,0.0,0.05465536192059517,7.150000095367432,50.4737837942023,29.0,0.05465536192059517
0.0,0.15789473684210525,0.05263157894736842,0.05475543439388275,7.150000095367432,50.4737837942023,32.33458629407381,0.05475543439388275
