city,date,cases,tem,rhu,pre
东莞市,2004/12/26,0,7.43033179230984,27.849427436909,0
东莞市,2005/1/2,0,14.1867814401094,50.8810169326996,0.0744185873089587
东莞市,2005/1/9,0,11.8288619967465,57.1558728936012,4.90582511893674
东莞市,2005/1/16,0,14.8777537009126,58.3693418782736,0.277986123094176
东莞市,2005/1/23,0,17.8153007546484,83.3508961950777,9.67372252529922
东莞市,2005/1/30,0,12.7893835771857,81.4126299743811,12.2073894892682
东莞市,2005/2/6,0,18.8834423204082,79.1513325424935,2.88906038382568
东莞市,2005/2/13,0,17.0851672485312,80.1920645919898,16.3037776582752
东莞市,2005/2/20,0,13.2604332541961,81.6193107493654,12.771830938176
东莞市,2005/2/27,0,12.1243873667525,71.8661524658737,30.6088233127635
东莞市,2005/3/6,0,17.4807030959091,71.1616753064312,33.3712341894064
东莞市,2005/3/13,0,15.9153722899172,72.4477625307816,3.90552101431682
东莞市,2005/3/20,0,19.4700426873936,70.4676908157453,11.2324438549291
东莞市,2005/3/27,0,20.5196771012501,87.7697832910713,71.5253825710314
东莞市,2005/4/3,0,22.8911561739694,74.0972222866877,6.05980396666413
东莞市,2005/4/10,0,20.8728802166686,79.3614624902088,44.4073613327273
东莞市,2005/4/17,0,24.18627697,76.4511099110016,3.12484751576048
东莞市,2005/4/24,0,24.9977605889498,86.9600794606256,71.5457340541378
东莞市,2005/5/1,0,27.1213570562649,81.2588050192239,40.2785169280962
东莞市,2005/5/8,0,26.6886776889029,89.9388482509493,148.02348957979
东莞市,2005/5/15,0,28.2080743378572,86.2264066059768,72.3959434923766
东莞市,2005/5/22,0,27.4996990091843,85.6381080106622,100.065413624826
东莞市,2005/5/29,0,27.6879111501814,84.3549579233135,116.477238748409
东莞市,2005/6/5,0,27.3059887342932,79.5194417050811,50.3650332382143
东莞市,2005/6/12,0,27.8504604476178,90.8861781592941,172.696153265199
东莞市,2005/6/19,0,27.7228434536475,92.3711019583616,258.250434516728
东莞市,2005/6/26,0,28.2266871297389,85.1604370599237,74.7937890395144
东莞市,2005/7/3,0,29.2618700443323,82.8779141409072,45.0126082333602
东莞市,2005/7/10,0,30.3779861975854,79.7273198899242,11.6843681727792
东莞市,2005/7/17,0,30.4037002915529,75.6533542702096,49.740208537716
东莞市,2005/7/24,0,29.1982313963313,80.0819320374969,30.0958421344785
东莞市,2005/7/31,0,29.6210014938174,83.541848613317,37.3962167356061
东莞市,2005/8/7,0,29.4597991785926,82.4474345202216,65.5056442984435
东莞市,2005/8/14,0,27.1082183849649,88.8288429189261,175.635807915202
东莞市,2005/8/21,0,27.5979186305399,85.7979307869021,50.2244679830246
东莞市,2005/8/28,0,29.1061928113245,78.2781873066624,16.2238094503723
东莞市,2005/9/4,0,28.249540215976,78.657561369478,29.4428410443085
东莞市,2005/9/11,1,29.5234873555803,75.5486284684375,26.2326184186882
东莞市,2005/9/18,0,28.7343108395427,74.8349122589456,20.7299280190338
东莞市,2005/9/25,0,27.61507471,82.3569085972801,36.3030497888052
东莞市,2005/10/2,0,27.6773001590653,66.495179040959,0.54527937387131
东莞市,2005/10/9,0,26.6848102515587,65.5421375340821,0.305228635190887
东莞市,2005/10/16,0,25.3420373393526,62.5021084889694,0.736772950826417
东莞市,2005/10/23,0,23.7244620470082,60.718166213776,0.275809193747568
东莞市,2005/10/30,0,23.426714668789,60.8794325419881,3.15651378327731
东莞市,2005/11/6,0,26.6446471544689,78.6991044742011,0.874118515502002
东莞市,2005/11/13,0,21.1191931405567,70.218459496068,23.3257113828659
东莞市,2005/11/20,0,17.9077918508434,52.9972798853941,0
东莞市,2005/11/27,0,20.7383500837373,62.401237592164,0.0523866981921392
东莞市,2005/12/4,0,14.9151168329669,42.9241257668264,0.00989723678070056
东莞市,2005/12/11,0,14.4880574075139,38.6948295573082,0.0010573429220581
东莞市,2005/12/18,0,12.8998803007828,28.4233298239379,0
东莞市,2005/12/25,0,17.7112015249127,63.5823421710622,10.1026658999619
东莞市,2006/1/1,0,15.3567366712404,66.1587134435946,4.27544928880673
东莞市,2006/1/8,0,15.6493989332046,56.1483826408807,0.135061429210206
东莞市,2006/1/15,0,18.3677866618043,80.057527775226,10.091474505808
东莞市,2006/1/22,0,13.4868264172953,62.2766935812125,3.31671809104611
东莞市,2006/1/29,0,19.4584426839173,67.8882686174749,0.266014697526855
东莞市,2006/2/5,0,18.0707187131257,55.6920305160513,0.0407108608435051
东莞市,2006/2/12,0,18.7656342369677,72.3472817733468,6.31383641348327
东莞市,2006/2/19,0,17.3038052064631,74.2216174351138,6.8453707404779
东莞市,2006/2/26,0,14.1214012605243,66.7695465873623,39.3868453534814
东莞市,2006/3/5,0,20.5714419890034,81.5669266956818,23.6403927875864
东莞市,2006/3/12,0,16.8718679478107,80.0266850625383,15.4863067145184
东莞市,2006/3/19,0,19.8308971628452,87.7277316779726,68.3806196807458
东莞市,2006/3/26,0,20.3198900147629,78.3886924486209,28.0810176301828
东莞市,2006/4/2,0,24.2256008304224,83.5239577628233,36.3849727773374
东莞市,2006/4/9,0,22.5740604338759,83.6942882123415,39.2524390318508
东莞市,2006/4/16,0,23.1530489588894,74.6770181337356,5.47006971227104
东莞市,2006/4/23,0,25.4198087915462,86.1319002062336,99.6218281914938
东莞市,2006/4/30,0,25.9739805169145,87.7463810724552,131.070133132181
东莞市,2006/5/7,0,28.0631509659514,78.7158546805445,12.8440563757775
东莞市,2006/5/14,0,24.1223387187997,67.3833236931679,55.4341598505391
东莞市,2006/5/21,0,25.6588082106204,90.3560121708932,250.737344032535
东莞市,2006/5/28,0,24.2232094373824,91.8183108782144,238.326047969303
东莞市,2006/6/4,0,27.4881639004996,90.2956155243226,152.568560528296
东莞市,2006/6/11,0,27.0511932395974,87.9842737434099,99.0672547035688
东莞市,2006/6/18,0,28.8581792872993,82.0737992230583,21.2675625149031
东莞市,2006/6/25,0,29.6878752247118,81.8565387820547,59.836261763727
东莞市,2006/7/2,0,30.1506333670073,83.1844579329609,35.8308042448534
东莞市,2006/7/9,0,30.1915687778564,84.4025083053742,105.807608316328
东莞市,2006/7/16,0,29.5250983266234,84.260385451125,70.7160260233029
东莞市,2006/7/23,0,28.8544242553971,84.0593764405147,67.9588591696258
东莞市,2006/7/30,0,28.1383301329598,83.8308921759432,147.727493317498
东莞市,2006/8/6,0,28.9915209901726,83.7686122243256,28.4273337723587
东莞市,2006/8/13,0,30.0040662475417,80.6703523879809,16.8270061821499
东莞市,2006/8/20,0,29.1225031824712,80.0599891560039,34.417901008098
东莞市,2006/8/27,0,29.6526110856156,80.9505549082073,28.9910823902259
东莞市,2006/9/3,0,28.1960415968263,87.0821899432454,81.1408330079119
东莞市,2006/9/10,0,24.3095673414184,78.6815038796084,51.8287315726332
