temperature,humidity,precipitation,T_norm,H_norm,R_norm,oviposition_rate
11.175647735595703,57.31330490112305,0.09273067861795425,0.0,0.0,0.0,3.836719274520874
11.175647735595703,57.31330490112305,0.3187361798989467,0.0,0.0,0.02564102518586869,3.767251968383789
11.175647735595703,57.31330490112305,0.5447416811799392,0.0,0.0,0.05128205037173738,3.697395086288452
11.175647735595703,57.31330490112305,0.7707471824609315,0.0,0.0,0.07692307555760607,3.627159595489502
11.175647735595703,57.31330490112305,0.996752683741924,0.0,0.0,0.10256410074347476,3.556555986404419
11.175647735595703,57.31330490112305,1.2227581850229166,0.0,0.0,0.12820512592934344,3.4855992794036865
11.175647735595703,57.31330490112305,1.4487636863039088,0.0,0.0,0.15384615111521213,3.4143033027648926
11.175647735595703,57.31330490112305,1.6747691875849013,0.0,0.0,0.17948717630108083,3.342684507369995
11.175647735595703,57.31330490112305,1.9007746888658938,0.0,0.0,0.20512820148694952,3.270761013031006
11.175647735595703,57.31330490112305,2.1267801901468864,0.0,0.0,0.2307692266728182,3.1985514163970947
11.175647735595703,57.31330490112305,2.352785691427879,0.0,0.0,0.2564102518586869,3.12607741355896
11.175647735595703,57.31330490112305,2.5787911927088714,0.0,0.0,0.28205127704455557,3.053361177444458
11.175647735595703,57.31330490112305,2.8047966939898634,0.0,0.0,0.30769230223042426,2.9804277420043945
11.175647735595703,57.31330490112305,3.030802195270856,0.0,0.0,0.33333332741629296,2.907304286956787
11.175647735595703,57.31330490112305,3.2568076965518484,0.0,0.0,0.35897435260216165,2.8340189456939697
11.175647735595703,57.31330490112305,3.482813197832841,0.0,0.0,0.38461537778803034,2.7606043815612793
11.175647735595703,57.31330490112305,3.7088186991138334,0.0,0.0,0.41025640297389904,2.68709397315979
11.175647735595703,57.31330490112305,3.934824200394826,0.0,0.0,0.43589742815976773,2.6135241985321045
11.175647735595703,57.31330490112305,4.1608297016758184,0.0,0.0,0.4615384533456364,2.539933919906616
11.175647735595703,57.31330490112305,4.386835202956811,0.0,0.0,0.4871794785315051,2.4663665294647217
11.175647735595703,57.31330490112305,4.6128407042378035,0.0,0.0,0.5128205037173738,2.392864942550659
11.175647735595703,57.31330490112305,4.838846205518796,0.0,0.0,0.5384615289032425,2.31947922706604
11.175647735595703,57.31330490112305,5.0648517067997885,0.0,0.0,0.5641025540891111,2.2462596893310547
11.175647735595703,57.31330490112305,5.290857208080781,0.0,0.0,0.5897435792749799,2.1732609272003174
11.175647735595703,57.31330490112305,5.516862709361773,0.0,0.0,0.6153846044608485,2.100541830062866
11.175647735595703,57.31330490112305,5.742868210642765,0.0,0.0,0.6410256296467172,2.028162717819214
11.175647735595703,57.31330490112305,5.968873711923758,0.0,0.0,0.6666666548325859,1.9561883211135864
11.175647735595703,57.31330490112305,6.19487921320475,0.0,0.0,0.6923076800184546,1.8846869468688965
11.175647735595703,57.31330490112305,6.420884714485743,0.0,0.0,0.7179487052043233,1.8137295246124268
11.175647735595703,57.31330490112305,6.646890215766735,0.0,0.0,0.7435897303901919,1.7433905601501465
11.175647735595703,57.31330490112305,6.872895717047728,0.0,0.0,0.7692307555760607,1.6737475395202637
