temperature,humidity,precipitation,oviposition_rate
15.680296,71.09204,0.27957186,4.965688705444336
17.083878,73.20844,0.8638417,4.710958480834961
17.853674,77.66484,1.8336283,5.049327850341797
23.298115,80.14947,2.969663,3.085419178009033
25.175806,79.73468,5.472267,1.4330027103424072
27.5795,83.596664,5.7523036,1.224744439125061
29.255966,78.73524,4.07268,0.6437790393829346
28.78129,77.740326,5.947898,0.34063225984573364
26.763834,73.125,3.4395556,0.7081284523010254
26.262547,69.56439,0.88204443,1.0113970041275024
22.16831,69.516754,1.5651492,1.9535167217254639
16.868366,63.317043,0.79382086,2.848435878753662
14.835528,64.67515,0.66222113,3.840498208999634
18.472115,73.732735,1.022252,4.2600202560424805
19.102337,80.64161,0.89102477,5.5545525550842285
21.087202,77.53705,4.650902,2.7554445266723633
26.219454,75.07048,4.108261,0.8813709616661072
28.082178,81.86622,4.7349186,1.1263962984085083
29.963226,74.04194,3.441959,0.3123742341995239
28.34766,79.06405,5.8810444,0.4964318573474884
27.77521,69.84793,2.3188329,0.47202908992767334
25.258024,65.05338,0.7342286,0.7745527625083923
20.131746,58.354805,0.47983727,1.2037720680236816
18.15942,67.728745,0.7137487,3.2670252323150635
13.931054,69.91045,0.7094638,5.200860023498535
12.0681305,66.49566,0.44992176,5.226925849914551
19.390968,69.31129,1.0525128,3.027557611465454
22.624718,80.15927,2.031642,3.696457862854004
25.17,78.9555,3.5938797,1.9334920644760132
26.605515,84.872894,8.906945,0.7858083844184875
28.451544,79.268616,6.301471,0.42963576316833496
28.600536,77.217674,5.6259713,0.37220299243927
28.671818,72.079834,4.66587,0.22553253173828125
25.959646,72.84374,1.513925,1.3520816564559937
20.679333,61.081665,2.561355,0.8968140482902527
16.433752,60.434414,0.21527061,2.659899950027466
13.509862,58.88505,0.26617262,3.3128726482391357
20.14125,76.891075,0.12221705,4.619774341583252
18.20663,79.67233,1.7979614,5.368598937988281
21.562431,73.27014,2.8523862,2.3943254947662354
25.293007,72.100395,1.6960984,1.3777403831481934
27.759665,79.42857,3.6687813,1.1744389533996582
29.008944,76.80163,3.3367233,0.6545480489730835
29.553904,74.774086,4.755492,0.25089073181152344
29.038475,70.53051,2.5716517,0.32935768365859985
25.761774,62.330647,1.1153333,0.4275377690792084
18.867987,66.29871,0.6040047,2.78997540473938
15.750658,70.688286,1.6357405,4.408027172088623
15.198871,75.86765,0.5530728,6.060328960418701
16.351233,83.33501,1.2927979,7.048338890075684
19.09496,72.995125,0.5540512,4.041105270385742
20.23436,80.676926,2.40588,4.596617698669434
25.489515,79.008064,3.5920198,1.8346117734909058
26.54796,82.485535,4.5475955,1.7670618295669556
29.161299,76.92365,3.2559474,0.6536927223205566
29.109032,74.40484,5.508189,0.20809528231620789
27.781334,79.72667,6.6336927,0.5115288496017456
24.135,65.05484,2.434902,0.6461607217788696
20.34279,65.513176,0.17032407,2.3054404258728027
16.303051,61.54322,0.3241368,2.864947557449341
11.175648,59.61852,0.19228573,4.243242263793945
15.025,73.30893,0.36758718,5.635041236877441
16.444681,66.56549,0.36321482,3.7534117698669434
22.355167,70.025,2.3141508,1.738091230392456
25.089678,78.41774,3.228028,1.9908931255340576
28.224833,81.105,5.446105,0.8044776916503906
28.558834,81.254845,4.1921973,1.0648771524429321
29.432373,74.550385,3.0437472,0.455593079328537
27.532833,74.805,5.1415,0.42219215631484985
23.94158,74.089905,1.4958081,2.195418357849121
22.093666,74.705,1.3772441,3.0067975521087646
15.347317,58.75122,0.4059948,2.6515769958496094
12.943707,80.345024,0.953856,7.718755722045898
14.533055,80.522606,1.009875,7.173842906951904
18.062601,81.100815,0.850907,6.058349132537842
23.153418,83.83,4.8928666,3.191159963607788
26.614368,82.30422,4.6558776,1.674599289894104
27.779425,82.726,4.6005225,1.3874074220657349
28.504839,81.26129,4.0524774,1.1196606159210205
28.840967,79.21774,4.0056596,0.791703999042511
27.270882,73.033585,3.07532,0.6770923137664795
24.506699,69.67068,2.3263578,1.0793554782867432
20.434,78.51833,1.9122587,4.227602481842041
15.6875,76.416664,0.7578579,5.937415599822998
15.275485,70.56861,0.77644664,4.839457035064697
18.03716,79.46438,0.39491478,5.858630180358887
19.734049,78.62146,2.243077,4.398309230804443
20.98975,82.915,3.200354,4.505230903625488
25.54133,84.52218,4.5106635,2.546842575073242
28.062042,81.025,3.7933345,1.2870166301727295
28.076998,80.11325,3.3128285,1.2900382280349731
28.449194,80.29113,6.024628,0.555919349193573
27.576948,73.87913,3.6309083,0.5919414758682251
24.767742,61.15766,0.7455912,0.5345096588134766
20.66875,65.63084,1.6704549,1.7472418546676636
14.272661,57.313305,2.520748,2.080939769744873
15.169959,68.83846,1.1083095,4.411075592041016
17.0125,72.74732,0.5489746,4.745428562164307
18.881594,80.854866,0.63826823,5.769401550292969
22.860416,74.988335,3.7582812,1.9473263025283813
26.412712,85.14818,6.7485547,1.525091290473938
29.311333,78.98333,3.6785495,0.7401686906814575
28.849274,77.16371,5.7796965,0.32197022438049316
28.94761,76.19109,4.132072,0.4728672504425049
27.874083,76.10083,3.0986154,0.8671905994415283
25.228943,71.58781,1.6941029,1.3220113515853882
22.834833,73.20458,0.92799973,2.609492540359497
16.719837,73.98866,1.5075811,4.791622161865234
14.328387,80.720566,3.0594094,6.6440110206604
13.956451,71.832954,0.8322701,5.555670261383057
16.930416,81.336044,2.5580285,5.9642014503479
23.49486,86.99604,6.559146,3.0889856815338135
26.399868,82.896484,6.977462,1.0945345163345337
28.836666,83.785835,5.501171,0.9750453233718872
29.48996,80.42591,6.1087427,0.39546912908554077
28.341614,84.64194,7.628874,0.672336757183075
27.743849,79.79542,3.555238,1.265964150428772
26.07379,80.44193,2.6759589,2.2196297645568848
20.663084,80.09417,2.0661097,4.426095008850098
18.061863,70.189476,1.4515047,3.53448486328125
17.043982,78.52465,0.3886186,6.019994258880615
15.8711605,73.13571,0.9044923,5.121674537658691
18.51012,81.03143,1.5965416,5.623650074005127
22.472198,81.61221,3.2626536,3.6072580814361572
25.619194,82.32178,4.785585,1.977574110031128
28.44432,85.5447,5.623605,1.3093088865280151
28.465,84.007256,6.5041146,0.8351632356643677
29.310322,80.462906,3.8300438,0.8706538677215576
28.888584,79.559166,3.038053,1.0660303831100464
25.313023,70.34175,3.0086286,0.8093093633651733
20.877832,75.160835,1.1224968,3.635605812072754
16.45121,61.68871,0.19470197,2.8844285011291504
14.80508,75.423386,1.4489508,5.820503234863281
15.038661,69.40179,0.6486787,4.724023342132568
20.139194,74.11129,1.4979869,3.5588765144348145
22.847029,77.13055,2.5667496,2.7860090732574463
27.820082,78.70729,5.7786245,0.5720444917678833
27.915667,82.88917,5.5770392,1.0764131546020508
28.893118,81.80648,5.483303,0.7279543280601501
28.239597,85.314514,5.43713,1.3960100412368774
27.633162,79.90906,5.4499636,0.799462080001831
23.879517,71.26532,2.435748,1.4379825592041016
21.448812,80.2713,0.90375763,4.581148147583008
17.277649,77.20357,0.270712,5.687175750732422
16.39333,76.46615,0.14790352,5.888179302215576
18.642946,84.251785,2.3640795,6.03209114074707
19.668839,85.24906,2.3005433,5.8825578689575195
23.699026,87.59588,6.1507306,3.30488920211792
24.935564,85.77984,3.673485,3.3812811374664307
28.314539,86.78082,3.9104419,2.1801674365997314
29.062742,84.80403,3.477401,1.6975562572479248
28.963886,84.00324,5.522648,0.9652537107467651
28.076916,73.784164,4.661457,0.35748568177223206
25.327137,71.75766,0.97245103,1.5326822996139526
21.342558,66.78237,0.09273068,2.228832483291626
17.53805,67.05285,0.30777654,3.4879841804504395
