city_en,year,month,cases,tem,rhu,pre,index_norm_city,beta_formula,risk_monthly
Chaozhou,2005,1,0,13.33427676853736,72.32048508266912,12.800368205795294,1.0,0.100441240433795,0.100441240433795
Chaozhou,2005,2,0,14.415287316064624,80.53199220895408,96.69738256475802,1.0,0.09997714592464227,0.09997714592464227
Chaozhou,2005,3,0,16.172332736534152,78.02903512470812,95.52771824484248,1.0,0.10063361383185318,0.10063361383185318
Chaozhou,2005,4,0,21.79562742053775,80.57141492400292,78.85381708477736,1.0,0.1012441811743343,0.1012441811743343
Chaozhou,2005,5,0,25.67988559713184,87.24019274994166,322.4647114994972,1.0,0.10321305983831744,0.10321305983831744
Chaozhou,2005,6,0,26.6822499439538,88.38440048994785,371.8882310951081,1.0,0.10363003624135957,0.10363003624135957
Chaozhou,2005,7,0,28.63920453743234,82.41688944626443,144.39768849520854,1.0,0.10265859414041754,0.10265859414041754
Chaozhou,2005,8,0,27.2097874064522,87.82546862965344,377.2872070323937,1.0,0.10371004368332787,0.10371004368332787
Chaozhou,2005,9,0,27.48347832332253,83.0703957006238,120.6526152374269,1.0,0.10231193898040053,0.10231193898040053
Chaozhou,2005,10,0,23.69030501133158,75.0922748381799,30.04853843240369,1.0,0.10146315619988625,0.10146315619988625
Chaozhou,2005,11,0,20.618948919577026,74.3642244180237,16.305478022048906,1.0,0.10112949709931944,0.10112949709931944
Chaozhou,2005,12,0,14.621049964052023,55.68572234371217,12.86595536465469,1.0,0.10156362990712647,0.10156362990712647
Chaozhou,2006,1,0,15.140227607807338,74.78147095607918,27.02167423675545,1.0,0.10045708942530827,0.10045708942530827
Chaozhou,2006,2,0,15.509660479550677,73.72424161239292,83.91529577624513,1.0,0.10088377806066053,0.10088377806066053
Chaozhou,2006,3,0,18.0278262498348,81.75472086069725,121.7336887605282,1.0,0.10076550700941939,0.10076550700941939
Chaozhou,2006,4,0,22.582706238638146,84.38550177476752,222.69925414862016,1.0,0.1021248787071952,0.1021248787071952
Chaozhou,2006,5,0,24.13610807017945,85.64695160914843,403.53567040502605,1.0,0.10284905170625078,0.10284905170625078
Chaozhou,2006,6,0,27.0043767394715,88.3941788002029,293.2086324740481,1.0,0.10342389870882307,0.10342389870882307
Chaozhou,2006,7,1,28.09755807933224,87.70444561815395,639.4550342957298,1.0,0.10299471978512799,0.10299471978512799
Chaozhou,2006,8,0,28.26011908767875,84.99935576377457,136.4637226063537,1.0,0.10252545506360213,0.10252545506360213
Chaozhou,2006,9,11,25.68313979086017,79.78387118669332,163.46070166775533,1.0,0.10236991381175704,0.10236991381175704
Chaozhou,2006,10,3,24.6569648095316,71.50475715896077,10.552321190276906,1.0,0.10152470994227755,1.1167718093650532
Chaozhou,2006,11,0,20.7660093354136,74.73379994389555,132.62116941525264,1.0,0.10165940238590848,0.6404542350312235
Chaozhou,2006,12,0,15.72367477098078,71.65125365422065,55.30590889846813,1.0,0.10099525691667986,0.10099525691667986
Chaozhou,2007,1,0,14.003454756553875,66.8758301425838,20.38825671417248,1.0,0.1011313992189756,0.1011313992189756
Chaozhou,2007,2,0,17.987075220479774,75.418994576795,29.65759559453648,1.0,0.1008077285329582,0.1008077285329582
Chaozhou,2007,3,0,18.423271682540623,79.35543210094582,49.31404715914892,1.0,0.10057187751258184,0.10057187751258184
Chaozhou,2007,4,0,20.553075926439934,79.51347503735482,210.88482676895148,1.0,0.10176630425871136,0.10176630425871136
Chaozhou,2007,5,0,25.559325370633324,81.93740539207057,182.65149945220432,1.0,0.10246807714545894,0.10246807714545894
Chaozhou,2007,6,0,27.0735135484431,89.9227138976965,412.1084470222175,1.0,0.10391756261128275,0.10391756261128275
Chaozhou,2007,7,0,29.16059754612444,82.31387766491319,77.4341519769897,1.0,0.10214585036388976,0.10214585036388976
Chaozhou,2007,8,2,27.1699331049872,88.0385130798428,542.49978390747,1.0,0.10347751268535939,0.10347751268535939
Chaozhou,2007,9,2,27.047376998615945,77.76820296552458,171.00473651415993,1.0,0.10249614779241345,0.2049922955848269
Chaozhou,2007,10,0,22.8609722989908,70.9788687843437,23.606453155334545,1.0,0.10152180814547779,0.26395670117824227
Chaozhou,2007,11,0,19.289896290058,62.07282874277905,18.064479853271607,1.0,0.10151806874766796,0.10151806874766796
Chaozhou,2007,12,1,16.710518195745117,67.84439026952927,9.84262307369986,1.0,0.10124667294844276,0.10124667294844276
Chaozhou,2008,1,0,14.566409531483044,72.48681591339553,64.0616807577818,1.0,0.10079844851984095,0.10079844851984095
Chaozhou,2008,2,0,12.23108558857348,69.30113833640718,39.44334102288792,1.0,0.10075015628563214,0.10075015628563214
Chaozhou,2008,3,0,18.34862798234546,73.47900600110114,69.00372470756959,1.0,0.10122171147140331,0.10122171147140331
Chaozhou,2008,4,0,22.754132604892227,81.91901055558525,140.53385144500692,1.0,0.10176678223844146,0.10176678223844146
Chaozhou,2008,5,0,24.1913896414977,79.24571667141423,178.6490879792786,1.0,0.10223105883930736,0.10223105883930736
Chaozhou,2008,6,0,26.26697545963024,89.46217566259878,464.2304540466615,1.0,0.10368702012196206,0.10368702012196206
Chaozhou,2008,7,0,27.93221534444165,85.87062201746772,260.42611836592084,1.0,0.10334895920943071,0.10334895920943071
Chaozhou,2008,8,0,27.82384392828738,85.29970613262044,274.7623863708184,1.0,0.10336615364755536,0.10336615364755536
Chaozhou,2008,9,0,27.64998983752815,77.68135250875802,123.00048645593242,1.0,0.10233901122922168,0.10233901122922168
Chaozhou,2008,10,13,24.9323616803746,79.12033934652572,68.07911645141606,1.0,0.10168327425634642,0.10168327425634642
Chaozhou,2008,11,13,19.2409598852431,60.616299055212,17.299963523407186,1.0,0.10150208508987647,1.3195271061683942
Chaozhou,2008,12,0,14.660148713383323,60.5588183313875,19.190735932128923,1.0,0.10150256021099052,1.7153932675657397
Chaozhou,2009,1,0,13.035732128419744,61.66104751103812,3.918675681426997,1.0,0.10143355980653798,0.3955908832454981
Chaozhou,2009,2,0,18.974459530504475,77.8563616980543,14.147508124313433,1.0,0.10055088095448891,0.10055088095448891
Chaozhou,2009,3,0,17.76707230433588,77.56952147661943,80.96558237509136,1.0,0.10087419869983638,0.10087419869983638
Chaozhou,2009,4,0,21.2334171397702,72.65806280840393,133.69763531542966,1.0,0.10171474602696896,0.10171474602696896
Chaozhou,2009,5,0,24.95674350005934,74.78285271086162,80.49969077526806,1.0,0.10187099533837453,0.10187099533837453
Chaozhou,2009,6,0,27.49541363799925,86.01162387273553,235.9817962530828,1.0,0.1031437121422911,0.1031437121422911
Chaozhou,2009,7,0,28.33502562953497,85.40349197881693,186.714980645783,1.0,0.10295094334610203,0.10295094334610203
Chaozhou,2009,8,0,28.66904798444362,82.8560846198013,214.7547275142525,1.0,0.10310691471042271,0.10310691471042271
Chaozhou,2009,9,0,27.771251340023177,80.1915764640343,151.98100119923947,1.0,0.10256883248315284,0.10256883248315284
Chaozhou,2009,10,0,23.9828011394216,68.46899607417575,2.973777308257988,1.0,0.10151273530828532,0.10151273530828532
Chaozhou,2009,11,0,18.340538031135782,71.14212961460973,36.11888525228861,1.0,0.1012438433338993,0.1012438433338993
Chaozhou,2009,12,1,15.304739416872325,73.86045922253888,50.59457584332269,1.0,0.10071307021774095,0.10071307021774095
Chaozhou,2010,1,0,15.18792611679412,77.9679805940712,33.72059558026114,1.0,0.10006413621309741,0.10006413621309741
Chaozhou,2010,2,0,17.193591771091196,87.49902111524003,108.0369561673581,1.0,0.0996885293855605,0.0996885293855605
Chaozhou,2010,3,0,17.59896045490985,75.11916904247288,58.62702495941153,1.0,0.10095278734561922,0.10095278734561922
Chaozhou,2010,4,0,19.7149457062432,81.36621445509893,142.0457531143801,1.0,0.10126082672734994,0.10126082672734994
Chaozhou,2010,5,0,24.03267145840722,84.72112288976653,253.8141515435174,1.0,0.10255465625835819,0.10255465625835819
Chaozhou,2010,6,0,27.105841717605276,87.85343687604815,301.1390847804873,1.0,0.10346267986948994,0.10346267986948994
Chaozhou,2010,7,0,28.3455951544582,85.53858927662117,192.52445189804064,1.0,0.10299665738914254,0.10299665738914254
Chaozhou,2010,8,0,28.282507445777924,83.8261946743808,288.3541658824148,1.0,0.10339064956428985,0.10339064956428985
Chaozhou,2010,9,0,27.2585232569342,84.1567285163485,261.2583026203297,1.0,0.10315729440425905,0.10315729440425905
Chaozhou,2010,10,0,22.2545360459092,74.33013194528027,129.07949865469337,1.0,0.10181355064692388,0.10181355064692388
Chaozhou,2010,11,0,18.74325721296385,72.71900337393195,2.599752956970211,1.0,0.10099479039977735,0.10099479039977735
Chaozhou,2010,12,0,14.268299605319475,60.65621999243487,30.840625766616625,1.0,0.10146463720070184,0.10146463720070184
