year,month,temperature,humidity,precipitation
2005,1,16.61935483870968,72.7741935483871,0.3225806451612903
2005,2,18.87142857142857,79.14285714285714,0.5857142857142856
2005,3,19.432258064516127,78.87096774193549,0.7354838709677419
2005,4,24.503333333333334,80.96666666666667,2.2633333333333336
2005,5,28.26774193548387,81.45161290322581,5.390322580645161
2005,6,28.19333333333333,85.43333333333334,9.863333333333333
2005,7,28.37741935483871,83.16129032258064,6.367741935483871
2005,8,27.35483870967742,87.2258064516129,9.003225806451614
2005,9,27.003333333333334,85.3,7.6866666666666665
2005,10,25.348387096774193,75.12903225806451,0.6096774193548388
2005,11,22.96333333333333,72.16666666666667,0.3
2005,12,17.29032258064516,56.25806451612903,0.08064516129032258
2006,1,17.31935483870968,72.61290322580645,0.1870967741935484
2006,2,19.353571428571428,77.03571428571429,1.467857142857143
2006,3,20.59032258064516,82.87096774193549,2.2129032258064516
2006,4,24.946666666666665,82.9,4.736666666666666
2006,5,26.416129032258063,80.54838709677419,6.593548387096774
2006,6,27.86,85.86666666666666,7.983333333333333
2006,7,28.25483870967742,84.51612903225806,10.303225806451612
2006,8,27.225806451612904,87.74193548387096,14.72258064516129
2006,9,25.783333333333335,82.4,3.39
2006,10,25.85483870967742,80.83870967741936,1.3935483870967742
2006,11,23.276666666666664,75.13333333333334,1.8566666666666665
2006,12,18.05483870967742,63.87096774193548,0.3645161290322581
2007,1,15.974193548387097,69.64516129032258,0.967741935483871
2007,2,20.45357142857143,80.78571428571429,0.47500000000000003
2007,3,22.40967741935484,80.93548387096774,1.2000000000000002
2007,4,22.833333333333332,79.5,3.0566666666666666
2007,5,26.345161290322583,82.61290322580645,5.980645161290322
2007,6,28.436666666666667,83.43333333333334,8.016666666666667
2007,7,29.003225806451614,80.35483870967742,3.8193548387096774
2007,8,27.94193548387097,84.87096774193549,10.25483870967742
2007,9,26.56,82.63333333333334,6.776666666666666
2007,10,24.570967741935487,77.96774193548387,2.509677419354839
2007,11,20.506666666666668,58.666666666666664,0.02666666666666667
2007,12,19.751612903225805,72.16129032258064,0.26129032258064516
2008,1,15.66451612903226,71.6774193548387,1.4806451612903226
2008,2,13.579310344827586,70.62068965517241,0.7068965517241379
2008,3,20.812903225806455,79.80645161290323,2.435483870967742
2008,4,24.503333333333334,83.0,2.67
2008,5,26.0258064516129,84.70967741935483,9.412903225806453
2008,6,27.023333333333333,88.66666666666667,16.556666666666665
2008,7,27.948387096774194,85.61290322580645,10.83548387096774
2008,8,27.741935483870968,85.7741935483871,9.851612903225806
2008,9,27.59333333333333,83.43333333333334,8.306666666666667
2008,10,25.335483870967742,83.51612903225806,3.42258064516129
2008,11,20.753333333333334,68.9,1.1933333333333336
2008,12,17.345161290322583,66.61290322580645,1.396774193548387
2009,1,14.680645161290323,66.70967741935483,0.12258064516129033
2009,2,21.685714285714287,81.64285714285714,0.16071428571428573
2009,3,21.799999999999997,81.64516129032258,3.545161290322581
2009,4,23.416666666666668,83.6,6.5600000000000005
2009,5,25.561290322580643,84.80645161290323,6.754838709677419
2009,6,27.7,86.76666666666667,10.696666666666665
2009,7,28.258064516129032,85.48387096774194,6.303225806451613
2009,8,28.30322580645161,85.51612903225806,11.893548387096773
2009,9,27.72666666666667,83.4,10.629999999999999
2009,10,25.358064516129033,79.58064516129032,2.603225806451613
2009,11,19.433333333333334,71.06666666666666,0.7666666666666667
2009,12,18.32903225806452,75.03225806451613,1.074193548387097
2010,1,17.77741935483871,83.29032258064517,1.6903225806451612
2010,2,19.760714285714283,82.5,0.6785714285714286
2010,3,21.806451612903224,74.64516129032258,0.6161290322580646
2010,4,23.68,84.9,6.510000000000001
2010,5,27.154838709677417,86.29032258064517,9.40967741935484
2010,6,28.029999999999998,86.03333333333333,10.563333333333333
2010,7,28.967741935483872,81.51612903225806,9.600000000000001
2010,8,27.593548387096774,87.58064516129032,12.229032258064517
2010,9,27.44333333333333,86.76666666666667,7.35
2010,10,23.845161290322583,75.61290322580645,6.470967741935484
2010,11,21.066666666666666,69.23333333333333,0.13999999999999999
2010,12,17.96451612903226,70.87096774193549,0.6258064516129032
2011,1,13.02258064516129,63.903225806451616,0.1903225806451613
2011,2,17.264285714285712,81.25,0.775
2011,3,17.925806451612903,72.93548387096774,0.6806451612903226
2011,4,23.493333333333332,79.2,2.9699999999999998
2011,5,26.093548387096774,82.83870967741936,6.558064516129033
2011,6,28.19333333333333,84.6,9.253333333333334
2011,7,28.125806451612902,85.06451612903226,9.7
2011,8,27.861290322580647,84.83870967741936,5.245161290322581
2011,9,27.113333333333333,80.5,8.54
2011,10,23.951612903225808,81.45161290322581,3.2774193548387096
2011,11,22.19333333333333,78.53333333333333,3.2233333333333336
2011,12,16.36774193548387,58.064516129032256,0.05806451612903226
2012,1,15.251612903225807,80.03225806451613,1.6387096774193548
2012,2,17.344827586206897,81.51724137931035,0.6448275862068965
2012,3,20.938709677419357,83.41935483870968,0.9612903225806452
2012,4,25.293333333333333,85.46666666666667,9.206666666666667
2012,5,27.529032258064515,87.2258064516129,12.135483870967741
2012,6,27.403333333333332,86.86666666666666,16.386666666666667
2012,7,28.15806451612903,85.03225806451613,7.925806451612903
2012,8,27.919354838709676,86.2258064516129,11.616129032258065
2012,9,26.63,81.26666666666667,3.316666666666667
2012,10,25.36774193548387,74.90322580645162,2.7612903225806456
2012,11,22.326666666666664,81.83333333333333,1.88
2012,12,17.90967741935484,78.64516129032258,1.0516129032258066
2013,1,16.212903225806453,76.06451612903226,0.532258064516129
2013,2,19.857142857142858,81.75,0.6714285714285715
2013,3,22.293548387096774,82.3225806451613,2.9838709677419355
2013,4,24.023333333333333,83.93333333333334,4.053333333333334
2013,5,27.096774193548388,85.03225806451613,5.503225806451613
2013,6,28.046666666666667,82.6,6.166666666666667
2013,7,27.496774193548386,86.74193548387096,10.541935483870969
2013,8,27.580645161290324,87.03225806451613,14.583870967741936
2013,9,26.529999999999998,85.43333333333334,9.44
2013,10,24.68064516129032,71.35483870967742,0.8967741935483872
2013,11,21.373333333333335,71.66666666666667,3.0766666666666667
2013,12,14.451612903225806,68.19354838709677,4.290322580645161
2014,1,15.851612903225806,72.09677419354838,0.03870967741935484
2014,2,16.289285714285715,79.46428571428571,0.4857142857142857
