year,month,temperature,humidity,precipitation
2005,1,15.32258064516129,68.87096774193549,0.4838709677419355
2005,2,16.939285714285713,79.67857142857143,0.6428571428571429
2005,3,18.106451612903225,78.41935483870968,1.9967741935483874
2005,4,23.36,85.5,3.1866666666666665
2005,5,26.906451612903226,87.29032258064517,6.390322580645161
2005,6,27.19,90.63333333333334,17.033333333333335
2005,7,27.838709677419356,85.41935483870968,6.283870967741936
2005,8,27.07741935483871,88.48387096774194,10.432258064516128
2005,9,26.65666666666667,86.1,8.583333333333334
2005,10,24.706451612903226,73.2258064516129,0.4
2005,11,22.15,70.96666666666667,0.24333333333333332
2005,12,16.183870967741935,50.935483870967744,0.16129032258064516
2006,1,16.46451612903226,70.29032258064517,0.22258064516129034
2006,2,18.650000000000002,73.03571428571429,1.1892857142857143
2006,3,19.496774193548386,81.93548387096774,1.6483870967741936
2006,4,24.203333333333333,84.06666666666666,3.5166666666666666
2006,5,25.690322580645162,82.96774193548387,7.65483870967742
2006,6,27.209999999999997,89.03333333333333,13.346666666666666
2006,7,27.98709677419355,87.35483870967742,9.796774193548387
2006,8,27.116129032258065,88.03225806451613,11.951612903225806
2006,9,25.383333333333333,83.33333333333333,4.093333333333333
2006,10,25.24516129032258,81.48387096774194,1.8935483870967742
2006,11,22.013333333333332,74.1,1.5799999999999998
2006,12,16.958064516129035,59.74193548387097,0.3096774193548387
2007,1,15.541935483870969,60.16129032258065,0.43548387096774194
2007,2,19.928571428571427,76.96428571428571,0.5785714285714285
2007,3,20.958064516129035,81.74193548387096,1.229032258064516
2007,4,21.646666666666665,80.66666666666667,3.966666666666667
2007,5,25.990322580645163,84.83870967741936,7.3677419354838705
2007,6,27.73,87.96666666666667,9.389999999999999
2007,7,28.322580645161292,84.41935483870968,4.225806451612903
2007,8,27.54516129032258,86.83870967741936,11.712903225806452
2007,9,26.403333333333332,82.33333333333333,4.223333333333334
2007,10,23.851612903225806,77.51612903225806,2.9935483870967743
2007,11,19.86,57.0,0.13333333333333333
2007,12,18.57741935483871,69.0,0.18387096774193545
2008,1,14.63225806451613,68.3225806451613,1.0387096774193547
2008,2,12.641379310344828,66.37931034482759,0.8448275862068966
2008,3,20.322580645161292,77.90322580645162,2.0258064516129033
2008,4,23.7,83.73333333333333,3.8299999999999996
2008,5,25.503225806451614,85.80645161290323,5.945161290322581
2008,6,26.573333333333334,90.56666666666666,20.193333333333335
2008,7,27.674193548387095,86.64516129032258,8.741935483870968
2008,8,27.270967741935483,87.80645161290323,25.48709677419355
2008,9,27.413333333333334,83.06666666666666,7.016666666666667
2008,10,24.770967741935483,83.64516129032258,6.325806451612903
2008,11,19.68,66.4,0.7
2008,12,16.070967741935483,62.58064516129032,0.332258064516129
2009,1,14.161290322580646,57.54838709677419,0.16774193548387098
2009,2,21.357142857142858,79.78571428571429,0.16428571428571428
2009,3,20.296774193548387,82.16129032258064,4.651612903225807
2009,4,22.446666666666665,83.1,3.7266666666666666
2009,5,24.996774193548386,84.35483870967742,17.36774193548387
2009,6,27.19,87.5,11.286666666666667
2009,7,27.92258064516129,87.09677419354838,8.32258064516129
2009,8,28.12258064516129,86.83870967741936,9.658064516129032
2009,9,27.453333333333333,83.96666666666667,7.606666666666667
2009,10,24.748387096774195,78.29032258064517,1.5806451612903225
2009,11,18.616666666666667,68.46666666666667,0.86
2009,12,16.74516129032258,71.83870967741936,1.5548387096774192
2010,1,16.39032258064516,80.87096774193549,1.5129032258064516
2010,2,18.16785714285714,85.32142857142857,1.9321428571428572
2010,3,20.387096774193548,78.61290322580645,0.9129032258064517
2010,4,22.233333333333334,85.93333333333334,5.3933333333333335
2010,5,26.177419354838708,88.09677419354838,9.083870967741936
2010,6,26.836666666666666,89.36666666666666,13.306666666666667
2010,7,28.116129032258065,86.7741935483871,7.564516129032258
2010,8,27.483870967741936,87.6774193548387,9.096774193548388
2010,9,26.913333333333334,88.16666666666667,10.593333333333334
2010,10,23.193548387096776,74.96774193548387,3.0258064516129033
2010,11,20.296666666666667,65.03333333333333,0.07666666666666666
2010,12,17.032258064516128,65.0,0.47419354838709676
2011,1,12.280645161290321,55.54838709677419,0.16129032258064516
2011,2,16.214285714285715,75.92857142857143,0.8071428571428572
2011,3,17.59032258064516,66.70967741935483,0.42903225806451617
2011,4,23.416666666666668,75.4,1.8133333333333332
2011,5,25.70967741935484,82.54838709677419,4.54516129032258
2011,6,27.83,85.63333333333334,10.626666666666667
2011,7,27.758064516129032,87.09677419354838,6.241935483870968
2011,8,27.816129032258065,84.90322580645162,4.419354838709677
2011,9,26.41,81.73333333333333,8.676666666666668
2011,10,23.11935483870968,79.93548387096774,2.806451612903226
2011,11,21.69,76.56666666666666,2.503333333333333
2011,12,15.858064516129033,49.0,0.02258064516129032
2012,1,13.838709677419354,76.12903225806451,1.5096774193548386
2012,2,15.989655172413793,79.0,1.303448275862069
2012,3,19.787096774193547,82.7741935483871,1.2419354838709677
2012,4,24.3,88.03333333333333,12.846666666666666
2012,5,26.938709677419357,88.12903225806451,8.387096774193548
2012,6,27.046666666666667,88.4,15.253333333333334
2012,7,27.56451612903226,87.2258064516129,9.438709677419354
2012,8,27.887096774193548,86.38709677419355,6.883870967741935
2012,9,26.009999999999998,82.36666666666666,4.733333333333333
2012,10,24.274193548387096,76.93548387096774,2.0193548387096776
2012,11,20.773333333333333,81.5,3.143333333333333
2012,12,16.229032258064517,77.6774193548387,1.3516129032258064
2013,1,15.112903225806452,73.7741935483871,0.1806451612903226
2013,2,18.974999999999998,77.92857142857143,0.3
2013,3,21.26774193548387,81.29032258064517,5.129032258064516
2013,4,22.75,86.8,4.713333333333334
2013,5,26.032258064516128,88.3225806451613,6.848387096774194
2013,6,27.516666666666666,85.76666666666667,7.616666666666666
2013,7,26.993548387096773,88.48387096774194,11.51290322580645
2013,8,27.261290322580646,88.61290322580645,13.870967741935484
2013,9,26.266666666666666,85.6,8.013333333333334
2013,10,23.712903225806453,71.25806451612904,1.2129032258064516
2013,11,20.39333333333333,69.46666666666667,3.2199999999999998
2013,12,13.53225806451613,63.03225806451613,3.1903225806451614
2014,1,15.474193548387097,63.87096774193548,0.0064516129032258064
2014,2,15.196428571428571,76.28571428571429,1.0
2014,3,19.783870967741933,82.29032258064517,1.332258064516129
2014,4,23.876666666666665,86.13333333333334,4.6433333333333335
2014,5,26.44193548387097,88.74193548387096,11.206451612903225
2014,6,28.263333333333332,86.46666666666667,8.243333333333334
2014,7,28.251612903225805,86.48387096774194,8.548387096774194
2014,8,27.519354838709678,88.35483870967742,9.558064516129033
2014,9,27.206666666666667,85.46666666666667,5.8100000000000005
2014,10,24.62258064516129,74.35483870967742,1.1580645161290322
2014,11,21.93,73.4,0.26
2014,12,14.470967741935485,60.25806451612903,1.025806451612903
2015,1,15.654838709677419,69.96774193548387,1.270967741935484
2015,2,18.514285714285712,75.53571428571429,0.8250000000000001
2015,3,21.280645161290323,82.51612903225806,0.9935483870967742
2015,4,23.233333333333334,78.26666666666667,2.1333333333333333
2015,5,27.003225806451614,89.6774193548387,15.503225806451612
2015,6,28.456666666666667,86.8,5.496666666666667
2015,7,27.87741935483871,84.6774193548387,10.758064516129032
2015,8,28.080645161290324,85.90322580645162,6.609677419354839
2015,9,27.073333333333334,85.93333333333334,4.753333333333333
2015,10,24.048387096774192,82.38709677419355,8.612903225806452
2015,11,22.623333333333335,77.1,0.66
2015,12,16.56451612903226,75.2258064516129,2.990322580645161
2016,1,14.80967741935484,82.25806451612904,7.361290322580645
2016,2,14.286206896551725,73.27586206896552,0.5758620689655172
2016,3,18.309677419354838,84.64516129032258,2.870967741935484
2016,4,24.743333333333332,89.53333333333333,6.3
2016,5,26.53548387096774,87.2258064516129,12.119354838709677
2016,6,28.166666666666668,88.0,9.326666666666666
2016,7,28.40967741935484,86.51612903225806,7.125806451612903
2016,8,27.806451612903224,87.90322580645162,12.30967741935484
2016,9,26.916666666666668,83.66666666666667,5.116666666666666
2016,10,25.770967741935483,79.90322580645162,3.3225806451612905
2016,11,20.436666666666667,78.9,1.9400000000000002
2016,12,18.48709677419355,63.70967741935484,0.08064516129032258
2017,1,17.87741935483871,73.3225806451613,0.12903225806451613
2017,2,16.72142857142857,72.96428571428571,1.1142857142857143
2017,3,20.23548387096774,81.38709677419355,3.164516129032258
2017,4,22.86,83.33333333333333,4.933333333333334
2017,5,25.561290322580643,85.6774193548387,5.490322580645161
2017,6,28.173333333333336,87.3,10.113333333333333
2017,7,27.5258064516129,88.06451612903226,13.387096774193548
2017,8,28.37741935483871,86.2258064516129,12.503225806451614
2017,9,27.80666666666667,88.03333333333333,8.326666666666666
2017,10,24.0258064516129,78.03225806451613,4.990322580645161
2017,11,20.58,74.6,0.7300000000000001
2017,12,16.683870967741935,57.806451612903224,0.01935483870967742
2018,1,15.812903225806451,69.58064516129032,0.4967741935483871
2018,2,15.957142857142857,67.82142857142857,0.40714285714285714
2018,3,20.416129032258063,81.16129032258064,1.474193548387097
2018,4,22.663333333333334,83.06666666666666,3.6466666666666665
2018,5,27.38064516129032,85.70967741935483,11.141935483870967
2018,6,27.69,86.83333333333333,14.729999999999999
2018,7,27.674193548387095,88.35483870967742,15.283870967741937
2018,8,27.538709677419355,89.70967741935483,16.25161290322581
2018,9,26.80666666666667,85.86666666666666,9.729999999999999
2018,10,23.364516129032257,76.83870967741936,2.9064516129032256
2018,11,21.8,79.06666666666666,2.316666666666667
2018,12,17.283870967741933,77.38709677419355,0.5064516129032258
2019,1,16.92258064516129,76.0,0.2032258064516129
