year,month,temperature,humidity,precipitation
2005,1,13.519354838709678,64.0,0.7612903225806452
2005,2,15.417857142857143,79.42857142857143,1.2857142857142858
2005,3,16.441935483870967,78.80645161290323,2.8774193548387097
2005,4,22.186666666666667,85.33333333333333,3.6266666666666665
2005,5,25.751612903225805,88.87096774193549,11.635483870967741
2005,6,26.016666666666666,91.63333333333334,20.41
2005,7,27.86774193548387,84.83870967741936,5.164516129032258
2005,8,26.958064516129035,88.12903225806451,11.070967741935483
2005,9,26.733333333333334,85.1,3.8400000000000003
2005,10,24.551612903225806,70.19354838709677,0.12580645161290324
2005,11,21.27,70.26666666666667,0.6
2005,12,14.416129032258064,50.645161290322584,0.25161290322580643
2006,1,15.332258064516129,68.58064516129032,0.33548387096774196
2006,2,17.33214285714286,68.5,1.2857142857142858
2006,3,17.75483870967742,82.70967741935483,3.935483870967742
2006,4,22.743333333333332,85.86666666666666,6.386666666666667
2006,5,24.116129032258065,87.38709677419355,14.019354838709678
2006,6,26.31,90.8,12.32
2006,7,27.84193548387097,87.96774193548387,9.541935483870969
2006,8,27.470967741935485,86.16129032258064,6.509677419354839
2006,9,25.246666666666666,82.16666666666667,4.08
2006,10,25.84193548387097,72.93548387096774,0.7645161290322581
2006,11,21.69333333333333,68.7,3.933333333333333
2006,12,14.274193548387096,68.64516129032258,0.8774193548387097
2007,1,13.464516129032257,61.41935483870968,0.5741935483870968
2007,2,18.764285714285712,72.64285714285714,1.0357142857142858
2007,3,19.061290322580643,81.80645161290323,1.8741935483870968
2007,4,20.546666666666667,83.23333333333333,5.736666666666666
2007,5,25.29032258064516,83.35483870967742,10.187096774193549
2007,6,26.92,90.26666666666667,12.813333333333333
2007,7,28.516129032258064,82.64516129032258,2.2548387096774194
2007,8,27.27741935483871,87.64516129032258,10.03225806451613
2007,9,26.493333333333332,80.36666666666666,3.533333333333333
2007,10,24.690322580645162,67.87096774193549,1.2161290322580647
2007,11,18.94,57.766666666666666,0.36000000000000004
2007,12,17.425806451612903,64.2258064516129,0.2
2008,1,12.83548387096774,66.0,0.7580645161290323
2008,2,11.010344827586207,68.0,1.475862068965517
2008,3,19.783870967741933,72.96774193548387,1.8354838709677421
2008,4,22.71333333333333,83.63333333333334,4.04
2008,5,24.641935483870967,85.03225806451613,6.964516129032258
2008,6,25.75,91.73333333333333,24.826666666666664
2008,7,27.438709677419357,87.06451612903226,7.080645161290323
2008,8,27.293548387096774,86.2258064516129,7.803225806451613
2008,9,27.32,82.86666666666666,5.7733333333333325
2008,10,24.94516129032258,80.09677419354838,1.7548387096774194
2008,11,19.523333333333333,60.03333333333333,0.38333333333333336
2008,12,15.225806451612904,55.29032258064516,0.24838709677419354
2009,1,12.67741935483871,54.12903225806452,0.08709677419354839
2009,2,21.235714285714288,74.10714285714286,0.2714285714285714
2009,3,18.309677419354838,81.12903225806451,6.145161290322581
2009,4,21.55666666666667,80.06666666666666,3.9
2009,5,24.47741935483871,81.38709677419355,3.403225806451613
2009,6,26.753333333333334,87.8,8.333333333333334
2009,7,27.774193548387096,86.41935483870968,5.583870967741936
2009,8,28.248387096774195,87.0,6.645161290322581
2009,9,27.826666666666664,81.46666666666667,4.676666666666667
2009,10,25.23225806451613,67.2258064516129,0.19677419354838707
2009,11,17.523333333333333,68.63333333333334,1.3299999999999998
2009,12,14.748387096774193,73.0,1.8903225806451613
2010,1,14.26774193548387,80.3225806451613,1.5838709677419356
2010,2,16.428571428571427,86.03571428571429,3.382142857142857
2010,3,18.938709677419357,78.7741935483871,1.493548387096774
2010,4,20.43,85.8,5.819999999999999
2010,5,24.883870967741935,88.6774193548387,8.85483870967742
2010,6,25.759999999999998,89.53333333333333,14.983333333333333
2010,7,28.083870967741937,84.90322580645162,6.106451612903226
