temperature,humidity,precipitation,oviposition_rate
15.680296,71.09204,0.27957186,0.148752823472023
17.083878,73.20844,0.8638417,0.17358720302581787
17.853674,77.66484,1.8336283,0.19958136975765228
23.298115,80.14947,2.969663,0.3182338774204254
25.175806,79.73468,5.472267,0.3793181777000427
27.5795,83.596664,5.7523036,0.45921775698661804
29.255966,78.73524,4.07268,0.469146192073822
28.78129,77.740326,5.947898,0.4700651466846466
26.763834,73.125,3.4395556,0.3780010938644409
26.262547,69.56439,0.88204443,0.3298161029815674
22.16831,69.516754,1.5651492,0.2511209547519684
16.868366,63.317043,0.79382086,0.15033520758152008
14.835528,64.67515,0.66222113,0.1288878172636032
18.472115,73.732735,1.022252,0.1959821730852127
19.102337,80.64161,0.89102477,0.22398415207862854
21.087202,77.53705,4.650902,0.27175575494766235
26.219454,75.07048,4.108261,0.37761035561561584
28.082178,81.86622,4.7349186,0.4570542275905609
29.963226,74.04194,3.441959,0.4623439610004425
28.34766,79.06405,5.8810444,0.46302536129951477
27.77521,69.84793,2.3188329,0.3797443211078644
25.258024,65.05338,0.7342286,0.2918842136859894
20.131746,58.354805,0.47983727,0.18257680535316467
18.15942,67.728745,0.7137487,0.1759757101535797
13.931054,69.91045,0.7094638,0.1279350072145462
12.0681305,66.49566,0.44992176,0.10419625788927078
19.390968,69.31129,1.0525128,0.19960908591747284
22.624718,80.15927,2.031642,0.29706862568855286
25.17,78.9555,3.5938797,0.36219504475593567
26.605515,84.872894,8.906945,0.45976489782333374
28.451544,79.268616,6.301471,0.4701792001724243
28.600536,77.217674,5.6259713,0.46035322546958923
28.671818,72.079834,4.66587,0.4335493743419647
25.959646,72.84374,1.513925,0.34060433506965637
20.679333,61.081665,2.561355,0.20834138989448547
16.433752,60.434414,0.21527061,0.13801181316375732
13.509862,58.88505,0.26617262,0.1064654067158699
20.14125,76.891075,0.12221705,0.22700753808021545
18.20663,79.67233,1.7979614,0.21039006114006042
21.562431,73.27014,2.8523862,0.2585921883583069
25.293007,72.100395,1.6960984,0.3246319591999054
27.759665,79.42857,3.6687813,0.42927590012550354
29.008944,76.80163,3.3367233,0.44766533374786377
29.553904,74.774086,4.755492,0.4679501950740814
29.038475,70.53051,2.5716517,0.4158712923526764
25.761774,62.330647,1.1153333,0.29693713784217834
18.867987,66.29871,0.6040047,0.18243077397346497
15.750658,70.688286,1.6357405,0.15318605303764343
15.198871,75.86765,0.5530728,0.1531556397676468
16.351233,83.33501,1.2927979,0.18834270536899567
19.09496,72.995125,0.5540512,0.2016306221485138
20.23436,80.676926,2.40588,0.25256145000457764
25.489515,79.008064,3.5920198,0.37012338638305664
26.54796,82.485535,4.5475955,0.4178406298160553
29.161299,76.92365,3.2559474,0.45124319195747375
29.109032,74.40484,5.508189,0.46189093589782715
27.781334,79.72667,6.6336927,0.4565364122390747
24.135,65.05484,2.434902,0.28268781304359436
20.34279,65.513176,0.17032407,0.20048055052757263
16.303051,61.54322,0.3241368,0.13880328834056854
11.175648,59.61852,0.19228573,0.08823113888502121
15.025,73.30893,0.36758718,0.14541547000408173
16.444681,66.56549,0.36321482,0.14967294037342072
22.355167,70.025,2.3141508,0.2611205279827118
25.089678,78.41774,3.228028,0.35538217425346375
28.224833,81.105,5.446105,0.4640396535396576
28.558834,81.254845,4.1921973,0.46217066049575806
29.432373,74.550385,3.0437472,0.44653084874153137
27.532833,74.805,5.1415,0.41868874430656433
23.94158,74.089905,1.4958081,0.30051904916763306
22.093666,74.705,1.3772441,0.2640695869922638
15.347317,58.75122,0.4059948,0.12422429025173187
12.943707,80.345024,0.953856,0.1359354555606842
14.533055,80.522606,1.009875,0.15563711524009705
18.062601,81.100815,0.850907,0.20766685903072357
23.153418,83.83,4.8928666,0.3405511975288391
26.614368,82.30422,4.6558776,0.4197337031364441
27.779425,82.726,4.6005225,0.4513357877731323
28.504839,81.26129,4.0524774,0.4594714641571045
28.840967,79.21774,4.0056596,0.4595911204814911
27.270882,73.033585,3.07532,0.38673871755599976
24.506699,69.67068,2.3263578,0.30438774824142456
20.434,78.51833,1.9122587,0.24718061089515686
15.6875,76.416664,0.7578579,0.16122213006019592
15.275485,70.56861,0.77644664,0.14446507394313812
18.03716,79.46438,0.39491478,0.20087146759033203
19.734049,78.62146,2.243077,0.23625095188617706
20.98975,82.915,3.200354,0.2790238857269287
25.54133,84.52218,4.5106635,0.39967742562294006
28.062042,81.025,3.7933345,0.44458135962486267
28.076998,80.11325,3.3128285,0.4367666244506836
28.449194,80.29113,6.024628,0.4717908799648285
27.576948,73.87913,3.6309083,0.40272676944732666
24.767742,61.15766,0.7455912,0.2701157331466675
20.66875,65.63084,1.6704549,0.21447746455669403
14.272661,57.313305,2.520748,0.11679042875766754
14.865903,61.437565,0.41335472,0.12339772284030914
14.158571,75.474106,0.90325445,0.14077846705913544
17.968952,77.02984,2.1419506,0.201094850897789
22.602583,79.8475,2.2300625,0.29689323902130127
25.313871,86.88387,6.0260024,0.4138539731502533
28.620167,79.916664,4.7691727,0.4637843072414398
29.71258,77.07097,6.90663,0.5010302662849426
28.882631,78.76791,5.997086,0.4772432744503021
28.75375,75.18916,3.7892876,0.43924543261528015
25.484032,65.65323,6.218047,0.34293442964553833
21.6169,74.262955,1.5125316,0.25441670417785645
14.646291,63.537903,0.91833633,0.12577295303344727
15.169959,68.83846,1.1083095,0.14103764295578003
17.0125,72.74732,0.5489746,0.1703508198261261
18.881594,80.854866,0.63826823,0.21955282986164093
22.860416,74.988335,3.7582812,0.2964172959327698
26.412712,85.14818,6.7485547,0.4414307773113251
29.311333,78.98333,3.6785495,0.4676699936389923
28.849274,77.16371,5.7796965,0.4681529998779297
28.94761,76.19109,4.132072,0.45156434178352356
27.874083,76.10083,3.0986154,0.41369566321372986
25.228943,71.58781,1.6941029,0.3214151859283447
22.834833,73.20458,0.92799973,0.2707524001598358
16.719837,73.98866,1.5075811,0.1726018786430359
14.328387,80.720566,3.0594094,0.1584295630455017
13.956451,71.832954,0.8322701,0.13177086412906647
16.930416,81.336044,2.5580285,0.19678960740566254
23.49486,86.99604,6.559146,0.37028881907463074
26.399868,82.896484,6.977462,0.43396851420402527
28.836666,83.785835,5.501171,0.49158552289009094
29.48996,80.42591,6.1087427,0.5011377930641174
28.341614,84.64194,7.628874,0.4986943304538727
27.743849,79.79542,3.555238,0.4292685389518738
26.07379,80.44193,2.6759589,0.3820967674255371
20.663084,80.09417,2.0661097,0.25719770789146423
18.061863,70.189476,1.4515047,0.18324944376945496
17.043982,78.52465,0.3886186,0.18345481157302856
15.8711605,73.13571,0.9044923,0.15726923942565918
18.51012,81.03143,1.5965416,0.2182987481355667
22.472198,81.61221,3.2626536,0.30686989426612854
25.619194,82.32178,4.785585,0.3952677249908447
28.44432,85.5447,5.623605,0.48916566371917725
28.465,84.007256,6.5041146,0.49086546897888184
29.310322,80.462906,3.8300438,0.4751283824443817
28.888584,79.559166,3.038053,0.4526229500770569
25.313023,70.34175,3.0086286,0.3300323486328125
20.877832,75.160835,1.1224968,0.24092291295528412
16.45121,61.68871,0.19470197,0.14029237627983093
14.80508,75.423386,1.4489508,0.14995811879634857
15.038661,69.40179,0.6486787,0.13917291164398193
20.139194,74.11129,1.4979869,0.2268853336572647
22.847029,77.13055,2.5667496,0.29527613520622253
27.820082,78.70729,5.7786245,0.44666728377342224
27.915667,82.88917,5.5770392,0.4639686942100525
28.893118,81.80648,5.483303,0.4850238561630249
28.239597,85.314514,5.43713,0.4811651408672333
27.633162,79.90906,5.4499636,0.4436322748661041
23.879517,71.26532,2.435748,0.29701879620552063
21.448812,80.2713,0.90375763,0.2659870386123657
17.277649,77.20357,0.270712,0.18319889903068542
16.39333,76.46615,0.14790352,0.16860857605934143
18.642946,84.251785,2.3640795,0.23320387303829193
19.668839,85.24906,2.3005433,0.2551761269569397
23.699026,87.59588,6.1507306,0.375405877828598
24.935564,85.77984,3.673485,0.3829503357410431
28.314539,86.78082,3.9104419,0.4756264090538025
29.062742,84.80403,3.477401,0.4829220473766327
28.963886,84.00324,5.522648,0.49605923891067505
28.076916,73.784164,4.661457,0.4246218204498291
25.327137,71.75766,0.97245103,0.3178659975528717
21.342558,66.78237,0.09273068,0.219338521361351
17.53805,67.05285,0.30777654,0.1643173098564148
