city_cn,city_en,year,biweek,start_date,end_date,n_weeks,cases,tem,rhu,pre
东莞市,Dongguan,2004,26,2004-12-26,2004-12-26,1,0,7.43033179230984,27.849427436909,0.0
东莞市,Dongguan,2005,1,2005-01-02,2005-01-09,2,0,13.00782171842795,54.018444913150404,4.980243706245698
东莞市,Dongguan,2005,2,2005-01-16,2005-01-23,2,0,16.3465272277805,70.86011903667566,9.951708648393396
东莞市,Dongguan,2005,3,2005-01-30,2005-02-06,2,0,15.83641294879695,80.2819812584373,15.09644987309388
东莞市,Dongguan,2005,4,2005-02-13,2005-02-20,2,0,15.17280025136365,80.9056876706776,29.075608596451204
东莞市,Dongguan,2005,5,2005-02-27,2005-03-06,2,0,14.8025452313308,71.51391388615245,63.9800575021699
东莞市,Dongguan,2005,6,2005-03-13,2005-03-20,2,0,17.6927074886554,71.45772667326345,15.13796486924592
东莞市,Dongguan,2005,7,2005-03-27,2005-04-03,2,0,21.70541663760975,80.93350278887951,77.58518653769553
东莞市,Dongguan,2005,8,2005-04-10,2005-04-17,2,0,22.5295785933343,77.9062862006052,47.53220884848778
东莞市,Dongguan,2005,9,2005-04-24,2005-05-01,2,0,26.05955882260735,84.10944223992475,111.82425098223399
东莞市,Dongguan,2005,10,2005-05-08,2005-05-15,2,0,27.44837601338005,88.08262742846306,220.4194330721666
东莞市,Dongguan,2005,11,2005-05-22,2005-05-29,2,0,27.593805079682852,84.99653296698784,216.542652373235
东莞市,Dongguan,2005,12,2005-06-05,2005-06-12,2,0,27.5782245909555,85.2028099321876,223.0611865034133
东莞市,Dongguan,2005,13,2005-06-19,2005-06-26,2,0,27.9747652916932,88.76576950914264,333.0442235562424
东莞市,Dongguan,2005,14,2005-07-03,2005-07-10,2,0,29.81992812095885,81.3026170154157,56.6969764061394
东莞市,Dongguan,2005,15,2005-07-17,2005-07-24,2,0,29.8009658439421,77.86764315385325,79.8360506721945
东莞市,Dongguan,2005,16,2005-07-31,2005-08-07,2,0,29.540400336205,82.9946415667693,102.9018610340496
东莞市,Dongguan,2005,17,2005-08-14,2005-08-21,2,0,27.3530685077524,87.3133868529141,225.8602758982266
东莞市,Dongguan,2005,18,2005-08-28,2005-09-04,2,0,28.67786651365025,78.4678743380702,45.6666504946808
东莞市,Dongguan,2005,19,2005-09-11,2005-09-18,2,1,29.1288990975615,75.19177036369155,46.962546437722
东莞市,Dongguan,2005,20,2005-09-25,2005-10-02,2,0,27.64618743453265,74.42604381911954,36.84832916267651
东莞市,Dongguan,2005,21,2005-10-09,2005-10-16,2,0,26.01342379545565,64.02212301152575,1.042001586017304
东莞市,Dongguan,2005,22,2005-10-23,2005-10-30,2,0,23.5755883578986,60.79879937788205,3.432322977024878
东莞市,Dongguan,2005,23,2005-11-06,2005-11-13,2,0,23.8819201475128,74.45878198513455,24.199829898367902
东莞市,Dongguan,2005,24,2005-11-20,2005-11-27,2,0,19.32307096729035,57.69925873877905,0.0523866981921392
东莞市,Dongguan,2005,25,2005-12-04,2005-12-11,2,0,14.7015871202404,40.8094776620673,0.010954579702758599
东莞市,Dongguan,2005,26,2005-12-18,2005-12-25,2,0,15.30554091284775,46.00283599750005,10.1026658999619
东莞市,Dongguan,2006,1,2006-01-01,2006-01-08,2,0,15.5030678022225,61.15354804223765,4.410510718016936
东莞市,Dongguan,2006,2,2006-01-15,2006-01-22,2,0,15.9273065395498,71.16711067821925,13.40819259685411
东莞市,Dongguan,2006,3,2006-01-29,2006-02-05,2,0,18.7645806985215,61.790149566763105,0.30672555837036014
东莞市,Dongguan,2006,4,2006-02-12,2006-02-19,2,0,18.034719721715398,73.2844496042303,13.15920715396117
东莞市,Dongguan,2006,5,2006-02-26,2006-03-05,2,0,17.34642162476385,74.16823664152204,63.0272381410678
东莞市,Dongguan,2006,6,2006-03-12,2006-03-19,2,0,18.35138255532795,83.87720837025546,83.8669263952642
东莞市,Dongguan,2006,7,2006-03-26,2006-04-02,2,0,22.27274542259265,80.9563251057221,64.4659904075202
东莞市,Dongguan,2006,8,2006-04-09,2006-04-16,2,0,22.86355469638265,79.18565317303856,44.72250874412184
东莞市,Dongguan,2006,9,2006-04-23,2006-04-30,2,0,25.69689465423035,86.9391406393444,230.69196132367483
东莞市,Dongguan,2006,10,2006-05-07,2006-05-14,2,0,26.092744842375552,73.0495891868562,68.2782162263166
东莞市,Dongguan,2006,11,2006-05-21,2006-05-28,2,0,24.9410088240014,91.0871615245538,489.063392001838
东莞市,Dongguan,2006,12,2006-06-04,2006-06-11,2,0,27.269678570048498,89.13994463386625,251.6358152318648
东莞市,Dongguan,2006,13,2006-06-18,2006-06-25,2,0,29.27302725600555,81.96516900255651,81.1038242786301
东莞市,Dongguan,2006,14,2006-07-02,2006-07-09,2,0,30.17110107243185,83.79348311916755,141.63841256118138
东莞市,Dongguan,2006,15,2006-07-16,2006-07-23,2,0,29.18976129101025,84.15988094581985,138.67488519292868
东莞市,Dongguan,2006,16,2006-07-30,2006-08-06,2,0,28.5649255615662,83.7997522001344,176.1548270898567
东莞市,Dongguan,2006,17,2006-08-13,2006-08-20,2,0,29.56328471500645,80.3651707719924,51.2449071902479
东莞市,Dongguan,2006,18,2006-08-27,2006-09-03,2,0,28.92432634122095,84.01637242572635,110.13191539813779
东莞市,Dongguan,2006,19,2006-09-10,2006-09-17,2,0,25.2772757634095,72.3977701212023,52.440300448607935
东莞市,Dongguan,2006,20,2006-09-24,2006-10-01,2,0,27.19504881838875,66.81553461014656,2.610845766899558
东莞市,Dongguan,2006,21,2006-10-08,2006-10-15,2,0,26.69074419224595,78.7385677641488,31.050802473166602
东莞市,Dongguan,2006,22,2006-10-22,2006-10-29,2,0,25.0254957651908,56.28008145304745,4.22524986504364
东莞市,Dongguan,2006,23,2006-11-05,2006-11-12,2,0,23.45044302817515,61.40620555958955,7.66104719630616
东莞市,Dongguan,2006,24,2006-11-19,2006-11-26,2,0,20.3003370469061,77.40122012925576,79.9988697327646
东莞市,Dongguan,2006,25,2006-12-03,2006-12-10,2,0,18.39740860918715,66.88880829983344,23.277633273051215
东莞市,Dongguan,2006,26,2006-12-17,2006-12-24,2,0,14.51254972001135,42.31786413711865,0.0
东莞市,Dongguan,2006,27,2006-12-31,2006-12-31,1,0,16.5145466991642,62.3773615823748,1.06461844390381
东莞市,Dongguan,2007,1,2007-01-07,2007-01-14,2,0,15.2823842295461,56.10991489477015,11.11069459538081
东莞市,Dongguan,2007,2,2007-01-21,2007-01-28,2,0,13.4878879230968,49.881433525790044,3.38276846384366
东莞市,Dongguan,2007,3,2007-02-04,2007-02-11,2,0,20.090146419502098,73.21790287789494,7.31640541742215
东莞市,Dongguan,2007,4,2007-02-18,2007-02-25,2,0,20.0031713476648,79.5645919816177,45.933271547184304
东莞市,Dongguan,2007,5,2007-03-04,2007-03-11,2,0,17.66747814126365,82.557733314682,34.87392219254018
东莞市,Dongguan,2007,6,2007-03-18,2007-03-25,2,0,21.3434087161125,80.0003042325025,52.9388930586057
东莞市,Dongguan,2007,7,2007-04-01,2007-04-08,2,0,18.67075739851485,76.0104812504267,45.35509990603973
东莞市,Dongguan,2007,8,2007-04-15,2007-04-22,2,0,23.859782724932252,79.23212412276305,102.3595395909028
东莞市,Dongguan,2007,9,2007-04-29,2007-05-06,2,0,25.64236927184635,72.2440174831937,50.39895300411871
东莞市,Dongguan,2007,10,2007-05-13,2007-05-20,2,0,26.98728798386925,81.02331426288364,242.3712022460771
东莞市,Dongguan,2007,11,2007-05-27,2007-06-03,2,0,28.269609197463147,86.53149237641755,232.1405281110551
东莞市,Dongguan,2007,12,2007-06-10,2007-06-17,2,0,28.324417285133798,85.24602632446965,190.2249762255683
东莞市,Dongguan,2007,13,2007-06-24,2007-07-01,2,0,28.913339442328848,84.85573268519954,163.0156118855187
东莞市,Dongguan,2007,14,2007-07-08,2007-07-15,2,0,30.69596648902645,80.10015958883935,22.784848654440907
东莞市,Dongguan,2007,15,2007-07-22,2007-07-29,2,0,30.295071758229753,76.3626174649487,10.75258127834217
东莞市,Dongguan,2007,16,2007-08-05,2007-08-12,2,1,28.161233051115197,84.6964587331459,171.25332148224868
东莞市,Dongguan,2007,17,2007-08-19,2007-08-26,2,1,28.5375694323155,83.77159288887691,86.42938288328611
东莞市,Dongguan,2007,18,2007-09-02,2007-09-09,2,0,27.9996202145464,76.8749058328981,66.7506345710312
东莞市,Dongguan,2007,19,2007-09-16,2007-09-23,2,0,28.0259546003663,69.50994484429515,45.63419853587951
东莞市,Dongguan,2007,20,2007-09-30,2007-10-07,2,0,27.65819619461805,67.1418007292591,15.64092216119835
东莞市,Dongguan,2007,21,2007-10-14,2007-10-21,2,0,24.31072468304745,57.068921458469845,0.0010496748971558073
东莞市,Dongguan,2007,22,2007-10-28,2007-11-04,2,0,21.71429462236275,55.7116094684244,56.415270508214
东莞市,Dongguan,2007,23,2007-11-11,2007-11-18,2,0,20.0845362588964,58.9840990423995,0.93806348842619
东莞市,Dongguan,2007,24,2007-11-25,2007-12-02,2,0,17.0032367437509,43.685887164043294,0.001325444325256269
东莞市,Dongguan,2007,25,2007-12-09,2007-12-16,2,0,19.65561878323275,67.55547197320536,0.886472233221726
东莞市,Dongguan,2007,26,2007-12-23,2007-12-30,2,0,14.9826021056729,51.768970770809304,13.8341329773256
东莞市,Dongguan,2008,1,2008-01-06,2008-01-13,2,0,16.80683605944535,65.40779977061149,9.40503816294825
东莞市,Dongguan,2008,2,2008-01-20,2008-01-27,2,0,10.296915738097464,80.57294064922439,62.2885419954993
东莞市,Dongguan,2008,3,2008-02-03,2008-02-10,2,0,9.971146145460505,55.78365784365995,10.125770050012516
东莞市,Dongguan,2008,4,2008-02-17,2008-02-24,2,1,15.309592510635799,63.1414307878899,11.04799908806519
东莞市,Dongguan,2008,5,2008-03-02,2008-03-09,2,0,19.75340469068975,58.0090117470897,1.4919779538472993
东莞市,Dongguan,2008,6,2008-03-16,2008-03-23,2,0,21.289037328778747,75.75947016888131,44.7090575717898
东莞市,Dongguan,2008,7,2008-03-30,2008-04-06,2,0,22.7756213676168,84.75404380703935,28.2526467364555
东莞市,Dongguan,2008,8,2008-04-13,2008-04-20,2,1,24.3313313467035,75.96215081217215,118.2662537944389
东莞市,Dongguan,2008,9,2008-04-27,2008-05-04,2,0,25.045366386916797,81.50006700988835,82.5974184053216
东莞市,Dongguan,2008,10,2008-05-11,2008-05-18,2,0,25.136675226920453,74.22636087129206,68.73293985772925
东莞市,Dongguan,2008,11,2008-05-25,2008-06-01,2,0,26.44249604623105,88.93189134722095,399.440350930504
东莞市,Dongguan,2008,12,2008-06-08,2008-06-15,2,0,27.28157960863215,88.70333573601765,291.337767762795
东莞市,Dongguan,2008,13,2008-06-22,2008-06-29,2,0,28.2559556722616,85.14076358058344,387.1903831537254
东莞市,Dongguan,2008,14,2008-07-06,2008-07-13,2,0,27.76523317460515,86.9844161920364,168.3862910618937
东莞市,Dongguan,2008,15,2008-07-20,2008-07-27,2,0,29.969501845359453,78.37117457764876,32.15393329849642
东莞市,Dongguan,2008,16,2008-08-03,2008-08-10,2,0,28.5512011794494,83.2865796792776,110.9298729964881
东莞市,Dongguan,2008,17,2008-08-17,2008-08-24,2,0,29.30029211213965,80.0570492254097,81.36457507124939
东莞市,Dongguan,2008,18,2008-08-31,2008-09-07,2,0,28.4868783488721,77.9407897907092,82.1938651859621
东莞市,Dongguan,2008,19,2008-09-14,2008-09-21,2,0,29.01116156244685,76.86614987746535,85.70794056328819
东莞市,Dongguan,2008,20,2008-09-28,2008-10-05,2,1,26.26460596752985,69.65119075233909,65.9300435404525
东莞市,Dongguan,2008,21,2008-10-12,2008-10-19,2,1,26.48899250037785,71.55820948770715,12.53829352121425
东莞市,Dongguan,2008,22,2008-10-26,2008-11-02,2,0,25.66522444236235,72.53105357195696,14.19674406970266
东莞市,Dongguan,2008,23,2008-11-09,2008-11-16,2,1,19.54834531063755,47.381396100858595,0.0238036346658338
东莞市,Dongguan,2008,24,2008-11-23,2008-11-30,2,0,17.295312040606852,37.4935161136909,1.631382415382693
东莞市,Dongguan,2008,25,2008-12-07,2008-12-14,2,0,16.05138293722945,37.7569436177686,0.0281817915353414
东莞市,Dongguan,2008,26,2008-12-21,2008-12-28,2,0,15.3847478831087,52.49184452730865,3.3997517464422997
东莞市,Dongguan,2009,1,2009-01-04,2009-01-11,2,0,12.9867908495367,39.8586945091722,0.0
东莞市,Dongguan,2009,2,2009-01-18,2009-01-25,2,0,14.11225530004195,61.968805478628155,5.179785287722469
东莞市,Dongguan,2009,3,2009-02-01,2009-02-08,2,0,20.5840132295442,71.5110889740704,2.5724022860699396
东莞市,Dongguan,2009,4,2009-02-15,2009-02-22,2,0,22.5864655926771,77.65486617768974,5.79825709313446
东莞市,Dongguan,2009,5,2009-03-01,2009-03-08,2,0,16.582727720425048,78.2235262939983,58.309225499153825
东莞市,Dongguan,2009,6,2009-03-15,2009-03-22,2,0,21.5651466372938,79.78810743870335,104.01140549155978
东莞市,Dongguan,2009,7,2009-03-29,2009-04-05,2,0,20.072887564240048,71.29164428298995,37.5209789059085
东莞市,Dongguan,2009,8,2009-04-12,2009-04-19,2,0,24.2837089373943,80.65296445098745,102.4740621774109
东莞市,Dongguan,2009,9,2009-04-26,2009-05-03,2,0,23.940936164994397,63.69863959249889,1.07929139910891
东莞市,Dongguan,2009,10,2009-05-10,2009-05-17,2,0,27.0488406268883,79.2663330512145,112.62956879352456
东莞市,Dongguan,2009,11,2009-05-24,2009-05-31,2,0,26.38753903571555,78.7744289739382,118.9971952358045
东莞市,Dongguan,2009,12,2009-06-07,2009-06-14,2,0,28.0402912527515,83.9132904202084,154.3843281305929
东莞市,Dongguan,2009,13,2009-06-21,2009-06-28,2,0,28.8174361389813,85.3270101283355,130.3117617084859
东莞市,Dongguan,2009,14,2009-07-05,2009-07-12,2,0,29.6957726125994,78.98699471888325,66.5486478465569
东莞市,Dongguan,2009,15,2009-07-19,2009-07-26,2,0,29.28980007421275,82.9879122547317,100.6645980284543
东莞市,Dongguan,2009,16,2009-08-02,2009-08-09,2,0,29.38183179673505,82.71928584865965,146.5301380480993
东莞市,Dongguan,2009,17,2009-08-16,2009-08-23,2,0,29.925702692287302,79.576990393296,46.646407327716304
东莞市,Dongguan,2009,18,2009-08-30,2009-09-06,2,0,29.4475053305241,76.08421787875679,28.5444351917861
东莞市,Dongguan,2009,19,2009-09-13,2009-09-20,2,0,29.041908683505,76.83817221029184,63.099782911467585
东莞市,Dongguan,2009,20,2009-09-27,2009-10-04,2,0,26.85125306220455,59.857895016877805,63.39214198123017
东莞市,Dongguan,2009,21,2009-10-11,2009-10-18,2,0,26.0445106881248,64.73568847928806,13.48286141054062
东莞市,Dongguan,2009,22,2009-10-25,2009-11-01,2,0,23.0589728509864,55.33812859756825,0.36196802097533637
东莞市,Dongguan,2009,23,2009-11-08,2009-11-15,2,0,17.16623890794035,74.65517392231041,48.7519171340939
东莞市,Dongguan,2009,24,2009-11-22,2009-11-29,2,0,17.7196419135317,58.9630617003776,0.424191185826715
东莞市,Dongguan,2009,25,2009-12-06,2009-12-13,2,0,16.4610700110715,73.886770383925,29.934522280612
东莞市,Dongguan,2009,26,2009-12-20,2009-12-27,2,0,15.0233530650157,68.83314459129166,44.41977566359154
东莞市,Dongguan,2010,1,2010-01-03,2010-01-10,2,0,13.802846105506699,70.29838922981095,38.629798922417706
东莞市,Dongguan,2010,2,2010-01-17,2010-01-24,2,0,16.979685112208053,78.78305436885505,13.08516796644889
东莞市,Dongguan,2010,3,2010-01-31,2010-02-07,2,0,19.386399624843,86.3589356566014,46.434143861937635
东莞市,Dongguan,2010,4,2010-02-14,2010-02-21,2,0,15.26995595915544,82.34275890997304,46.373686007473495
东莞市,Dongguan,2010,5,2010-02-28,2010-03-07,2,0,19.153493777513297,79.64619999018645,34.9032107325911
