year,month,temperature,humidity,precipitation
2005,1,13.816129032258065,69.45161290322581,0.6709677419354839
2005,2,15.35,81.46428571428571,1.8535714285714284
2005,3,17.22258064516129,79.54838709677419,5.377419354838709
2005,4,22.89,85.06666666666666,6.026666666666667
2005,5,26.75483870967742,86.58064516129032,8.583870967741936
2005,6,26.953333333333333,90.3,17.696666666666665
2005,7,28.53548387096774,81.06451612903226,3.8548387096774195
2005,8,27.703225806451613,85.41935483870968,7.125806451612903
2005,9,27.18,83.03333333333333,4.71
2005,10,25.25483870967742,65.51612903225806,0.07096774193548387
2005,11,22.013333333333332,65.66666666666667,0.26999999999999996
2005,12,15.32258064516129,50.354838709677416,0.267741935483871
2006,1,15.748387096774193,69.61290322580645,0.4612903225806451
2006,2,17.564285714285713,70.46428571428571,1.8
2006,3,18.416129032258063,81.48387096774194,3.4129032258064513
2006,4,23.486666666666668,84.36666666666666,5.886666666666667
2006,5,25.116129032258065,83.16129032258064,11.683870967741935
2006,6,27.31,87.23333333333333,8.256666666666668
2006,7,28.38064516129032,86.09677419354838,7.583870967741936
2006,8,27.783870967741933,85.80645161290323,11.058064516129033
2006,9,25.796666666666667,79.93333333333334,3.7066666666666666
2006,10,25.787096774193547,77.0,1.1935483870967742
2006,11,21.383333333333333,70.96666666666667,3.8066666666666666
2006,12,15.116129032258065,68.16129032258064,0.6000000000000001
2007,1,13.748387096774193,66.83870967741936,0.7580645161290323
2007,2,18.925,77.0,1.7750000000000001
2007,3,19.44516129032258,84.41935483870968,2.9419354838709677
2007,4,21.383333333333333,80.7,5.55
2007,5,25.938709677419357,82.48387096774194,9.712903225806452
2007,6,27.85666666666667,86.3,10.016666666666667
2007,7,29.135483870967743,79.74193548387096,2.3483870967741933
2007,8,28.57741935483871,81.45161290322581,6.238709677419355
2007,9,26.94333333333333,77.36666666666666,3.0433333333333334
2007,10,25.129032258064516,64.51612903225806,1.4967741935483871
2007,11,19.933333333333334,52.8,0.04666666666666666
2007,12,17.806451612903224,65.06451612903226,0.5354838709677419
2008,1,13.51290322580645,67.25806451612904,2.4483870967741934
2008,2,12.048275862068964,67.17241379310344,1.3482758620689657
2008,3,20.258064516129032,73.54838709677419,2.667741935483871
2008,4,23.34333333333333,82.8,4.37
2008,5,25.258064516129032,84.2258064516129,6.312903225806451
2008,6,26.63,89.56666666666666,17.296666666666667
2008,7,28.10967741935484,83.93548387096774,5.622580645161291
2008,8,27.932258064516127,83.6774193548387,6.377419354838709
2008,9,27.736666666666668,81.2,5.66
2008,10,25.10967741935484,79.12903225806451,5.467741935483871
2008,11,19.336666666666666,64.9,0.7866666666666667
2008,12,15.783870967741937,58.96774193548387,0.4806451612903226
2009,1,13.025806451612903,58.67741935483871,0.33548387096774196
2009,2,21.59642857142857,75.67857142857143,0.17142857142857143
2009,3,19.138709677419353,81.19354838709677,5.835483870967742
2009,4,21.973333333333336,80.96666666666667,3.5166666666666666
2009,5,24.86774193548387,82.80645161290323,11.138709677419355
2009,6,27.39333333333333,86.1,8.886666666666667
2009,7,28.30322580645161,84.96774193548387,7.487096774193549
2009,8,29.019354838709678,82.70967741935483,5.109677419354839
2009,9,28.253333333333334,80.03333333333333,5.256666666666666
2009,10,25.161290322580644,70.2258064516129,1.229032258064516
2009,11,17.78666666666667,68.8,1.6633333333333333
2009,12,15.35483870967742,73.54838709677419,2.22258064516129
2010,1,14.848387096774195,82.87096774193549,2.712903225806452
2010,2,17.139285714285712,84.85714285714286,2.560714285714286
2010,3,19.82903225806452,77.87096774193549,1.8709677419354838
2010,4,20.96333333333333,86.23333333333333,9.15
2010,5,25.861290322580647,86.41935483870968,8.080645161290322
2010,6,26.626666666666665,87.73333333333333,10.85
2010,7,28.596774193548388,83.90322580645162,6.364516129032259
2010,8,28.048387096774192,85.29032258064517,6.296774193548386
2010,9,27.32,86.36666666666666,10.603333333333333
2010,10,22.95483870967742,74.0,2.270967741935484
2010,11,19.676666666666666,65.6,0.016666666666666666
2010,12,15.667741935483871,66.03225806451613,0.5806451612903226
2011,1,10.096774193548388,63.25806451612903,0.6548387096774194
2011,2,15.521428571428572,75.53571428571429,1.7357142857142858
2011,3,16.325806451612905,70.35483870967742,1.4451612903225806
2011,4,23.293333333333333,74.1,2.4266666666666667
2011,5,24.91290322580645,83.16129032258064,5.419354838709677
2011,6,28.273333333333333,82.6,8.03
2011,7,28.29032258064516,85.0,8.564516129032258
2011,8,28.41290322580645,81.51612903225806,3.0483870967741935
2011,9,26.816666666666666,79.0,3.95
2011,10,23.1,77.41935483870968,3.5806451612903225
2011,11,21.34,76.33333333333333,3.283333333333333
2011,12,14.087096774193547,56.806451612903224,0.07419354838709677
2012,1,12.245161290322581,79.70967741935483,2.5064516129032257
2012,2,14.293103448275861,81.41379310344827,3.0517241379310347
2012,3,18.641935483870967,83.7741935483871,1.9935483870967743
2012,4,23.68,86.93333333333334,13.4
2012,5,26.625806451612902,87.54838709677419,7.699999999999999
2012,6,27.46333333333333,86.7,11.173333333333334
2012,7,27.961290322580645,85.38709677419355,8.480645161290322
