year,month,temperature,humidity,precipitation
2005,1,15.23225806451613,66.93548387096774,0.4645161290322581
2005,2,17.29642857142857,78.67857142857143,1.407142857142857
2005,3,18.02258064516129,77.09677419354838,2.02258064516129
2005,4,23.4,82.0,2.5533333333333332
2005,5,26.65806451612903,87.54838709677419,9.5
2005,6,26.946666666666665,90.73333333333333,17.706666666666667
2005,7,28.41290322580645,84.90322580645162,6.380645161290323
2005,8,27.438709677419357,88.70967741935483,14.229032258064517
2005,9,27.303333333333335,84.6,5.586666666666667
2005,10,25.338709677419356,72.25806451612904,0.14838709677419354
2005,11,22.240000000000002,73.2,0.5466666666666666
2005,12,16.274193548387096,53.87096774193548,0.14516129032258066
2006,1,16.616129032258065,70.54838709677419,0.30000000000000004
2006,2,18.342857142857145,73.46428571428571,1.5571428571428572
2006,3,19.364516129032257,82.58064516129032,2.8258064516129036
2006,4,24.006666666666668,84.33333333333333,3.95
2006,5,25.241935483870968,86.41935483870968,11.77741935483871
2006,6,27.32,89.4,10.623333333333333
2006,7,28.529032258064515,86.90322580645162,6.990322580645161
2006,8,27.774193548387096,86.90322580645162,9.370967741935484
2006,9,26.006666666666668,81.73333333333333,5.453333333333333
2006,10,25.9741935483871,76.90322580645162,0.6451612903225806
2006,11,22.723333333333336,73.33333333333333,2.3066666666666666
2006,12,16.629032258064516,65.83870967741936,0.629032258064516
2007,1,15.435483870967742,62.38709677419355,0.6483870967741936
2007,2,19.814285714285713,76.64285714285714,0.9214285714285715
2007,3,20.758064516129032,80.96774193548387,1.3290322580645162
2007,4,21.756666666666668,81.2,3.95
2007,5,25.951612903225808,84.93548387096774,9.112903225806452
2007,6,27.796666666666667,89.13333333333334,10.736666666666668
2007,7,28.87741935483871,83.35483870967742,2.7
2007,8,27.809677419354838,87.7741935483871,10.596774193548388
2007,9,27.15666666666667,79.96666666666667,3.1733333333333333
2007,10,25.01290322580645,73.48387096774194,1.5483870967741935
2007,11,20.293333333333333,60.5,0.44333333333333336
2007,12,18.848387096774193,67.83870967741936,0.14516129032258066
2008,1,14.922580645161291,66.38709677419355,0.7387096774193549
2008,2,13.210344827586209,64.10344827586206,1.286206896551724
2008,3,20.593548387096774,75.54838709677419,1.5290322580645161
2008,4,23.566666666666666,83.73333333333333,3.2266666666666666
2008,5,25.470967741935485,84.12903225806451,5.090322580645162
2008,6,26.529999999999998,91.23333333333333,25.44333333333333
2008,7,28.061290322580643,86.12903225806451,6.029032258064516
2008,8,27.690322580645162,86.96774193548387,10.335483870967742
2008,9,27.94,82.53333333333333,5.306666666666667
2008,10,25.62258064516129,81.09677419354838,1.7677419354838708
2008,11,20.94333333333333,62.7,0.4466666666666666
2008,12,16.896774193548385,59.83870967741935,0.3129032258064516
2009,1,14.7,57.096774193548384,0.20967741935483872
2009,2,21.38214285714286,78.71428571428571,0.06071428571428572
2009,3,20.12258064516129,81.45161290322581,5.064516129032258
2009,4,22.10666666666667,81.06666666666666,4.156666666666667
2009,5,25.11935483870968,81.19354838709677,4.558064516129032
2009,6,27.436666666666667,87.16666666666667,7.9366666666666665
2009,7,28.335483870967742,86.09677419354838,6.951612903225806
2009,8,28.606451612903225,86.83870967741936,8.438709677419356
2009,9,28.076666666666664,83.4,8.046666666666667
2009,10,25.33225806451613,76.16129032258064,0.5870967741935483
2009,11,18.866666666666667,71.56666666666666,1.6766666666666667
2009,12,16.603225806451615,74.2258064516129,1.564516129032258
2010,1,16.51290322580645,78.45161290322581,1.3290322580645162
2010,2,18.125,85.71428571428571,4.2
2010,3,20.358064516129033,78.51612903225806,1.0161290322580645
2010,4,21.953333333333333,84.8,4.693333333333333
2010,5,25.816129032258065,88.2258064516129,7.003225806451613
2010,6,26.67,89.33333333333333,11.616666666666667
2010,7,28.493548387096773,86.09677419354838,5.535483870967742
2010,8,28.12258064516129,86.80645161290323,5.909677419354838
2010,9,27.43,88.1,15.94
2010,10,23.84193548387097,73.03225806451613,1.606451612903226
2010,11,20.63,68.96666666666667,0.5433333333333333
2010,12,16.925806451612903,64.38709677419355,0.8129032258064516
2011,1,12.419354838709678,57.483870967741936,0.31290322580645163
2011,2,16.807142857142857,74.17857142857143,1.1107142857142858
2011,3,18.419354838709676,66.74193548387096,0.7967741935483871
2011,4,23.28666666666667,74.46666666666667,1.3166666666666667
2011,5,25.77741935483871,82.0,4.635483870967741
2011,6,28.023333333333333,84.9,8.16
2011,7,28.067741935483873,86.80645161290323,7.483870967741935
2011,8,28.72258064516129,82.87096774193549,2.8483870967741933
2011,9,27.21333333333333,79.93333333333334,4.05
2011,10,24.01290322580645,78.48387096774194,4.193548387096774
2011,11,22.086666666666666,79.13333333333334,3.05
2011,12,15.36774193548387,57.45161290322581,0.02258064516129032
2012,1,14.348387096774195,75.12903225806451,1.8096774193548388
2012,2,16.313793103448276,78.93103448275862,2.106896551724138
2012,3,19.806451612903224,81.12903225806451,2.1741935483870964
2012,4,24.02,87.36666666666666,10.843333333333334
2012,5,26.58709677419355,88.09677419354838,8.09032258064516
2012,6,27.34,87.8,9.276666666666667
2012,7,27.970967741935485,86.93548387096774,8.990322580645161
2012,8,28.496774193548386,85.16129032258064,4.577419354838709
2012,9,26.756666666666668,79.93333333333334,2.7800000000000002
2012,10,24.951612903225808,72.3225806451613,1.8322580645161293
2012,11,21.236666666666668,79.6,3.3433333333333333
2012,12,16.541935483870965,76.35483870967742,1.396774193548387
2013,1,15.674193548387096,70.16129032258064,0.12258064516129032
2013,2,19.260714285714283,74.92857142857143,0.18214285714285713
2013,3,20.94516129032258,78.35483870967742,5.6096774193548375
2013,4,22.133333333333333,86.46666666666667,5.203333333333333
2013,5,25.72258064516129,89.80645161290323,9.212903225806452
2013,6,27.613333333333333,87.83333333333333,9.423333333333334
2013,7,27.451612903225808,88.09677419354838,9.119354838709677
2013,8,27.812903225806455,88.74193548387096,14.37741935483871
2013,9,26.896666666666665,83.76666666666667,7.133333333333334
2013,10,24.54516129032258,68.64516129032258,0.25161290322580643
2013,11,21.02,67.4,1.3299999999999998
2013,12,14.364516129032259,61.74193548387097,3.129032258064516
2014,1,15.541935483870969,64.93548387096774,0.0064516129032258064
2014,2,15.417857142857143,76.64285714285714,1.5357142857142858
2014,3,19.896774193548385,80.51612903225806,3.2838709677419353
2014,4,23.220000000000002,85.93333333333334,5.1433333333333335
2014,5,25.993548387096773,90.12903225806451,11.025806451612903
2014,6,28.353333333333335,86.63333333333334,5.593333333333334
2014,7,28.86774193548387,86.35483870967742,5.019354838709678
2014,8,28.26774193548387,87.58064516129032,7.309677419354839
2014,9,27.94333333333333,83.93333333333334,3.523333333333333
2014,10,25.212903225806453,73.38709677419355,1.0129032258064516
2014,11,22.083333333333332,74.5,0.7733333333333333
2014,12,14.97741935483871,60.74193548387097,1.4516129032258065
2015,1,15.670967741935485,69.93548387096774,1.2193548387096773
2015,2,17.95714285714286,75.17857142857143,1.025
2015,3,20.89032258064516,80.54838709677419,0.7161290322580645
2015,4,23.37,76.06666666666666,1.7766666666666666
2015,5,26.82903225806452,89.12903225806451,13.770967741935483
2015,6,28.779999999999998,85.8,3.5833333333333335
2015,7,28.216129032258067,84.7741935483871,10.764516129032257
2015,8,28.38064516129032,85.58064516129032,7.225806451612903
2015,9,27.373333333333335,84.23333333333333,3.7366666666666664
2015,10,24.864516129032257,80.29032258064517,3.7903225806451615
2015,11,23.16,76.0,0.43
2015,12,16.967741935483872,74.64516129032258,3.012903225806452
2016,1,14.96774193548387,81.29032258064517,7.367741935483871
2016,2,14.513793103448275,73.96551724137932,1.3310344827586207
2016,3,18.138709677419353,83.96774193548387,5.416129032258064
2016,4,24.326666666666664,89.76666666666667,7.406666666666666
2016,5,26.335483870967742,87.12903225806451,8.703225806451613
2016,6,28.31,88.63333333333334,10.216666666666667
2016,7,28.893548387096775,86.06451612903226,5.183870967741935
2016,8,28.138709677419353,87.74193548387096,13.058064516129033
2016,9,27.183333333333334,84.16666666666667,8.513333333333334
2016,10,25.719354838709677,83.83870967741936,7.287096774193548
2016,11,20.59,80.43333333333334,4.486666666666666
2016,12,17.94516129032258,70.80645161290323,0.23225806451612901
2017,1,17.129032258064516,73.25806451612904,0.30000000000000004
2017,2,15.953571428571427,70.39285714285714,1.325
2017,3,19.16774193548387,79.25806451612904,2.170967741935484
2017,4,22.063333333333333,83.16666666666667,3.2333333333333334
2017,5,24.93548387096774,84.2258064516129,4.112903225806452
2017,6,27.473333333333336,88.13333333333334,17.106666666666666
2017,7,27.23548387096774,87.61290322580645,6.54516129032258
2017,8,28.019354838709678,85.51612903225806,8.048387096774194
2017,9,27.573333333333334,85.73333333333333,5.806666666666667
2017,10,23.93548387096774,74.90322580645162,3.3935483870967738
2017,11,20.293333333333333,73.23333333333333,0.64
2017,12,16.174193548387095,56.87096774193548,0.025806451612903226
2018,1,14.561290322580644,71.51612903225806,1.3838709677419354
2018,2,15.242857142857144,66.46428571428571,0.2928571428571428
2018,3,19.9741935483871,74.7741935483871,0.9870967741935485
2018,4,22.546666666666667,77.83333333333333,3.433333333333333
2018,5,26.67096774193548,84.12903225806451,5.796774193548386
2018,6,26.96333333333333,85.93333333333334,14.293333333333333
2018,7,27.43548387096774,87.12903225806451,5.741935483870968
2018,8,27.05483870967742,89.2258064516129,16.906451612903226
2018,9,26.34,85.0,10.833333333333334
2018,10,22.919354838709676,74.83870967741936,2.2870967741935484
2018,11,21.303333333333335,77.23333333333333,1.96
2018,12,16.206451612903226,76.96774193548387,0.7193548387096774
2019,1,16.238709677419354,74.12903225806451,0.6483870967741936
2019,2,19.36785714285714,82.17857142857143,2.1214285714285714
2019,3,19.809677419354838,86.09677419354838,6.703225806451614
2019,4,23.64333333333333,87.66666666666667,6.84
2019,5,24.480645161290322,88.19354838709677,11.116129032258065
2019,6,27.37,88.7,9.346666666666666
2019,7,27.919354838709676,87.96774193548387,6.245161290322581
2019,8,27.73225806451613,88.03225806451613,12.125806451612902
2019,9,26.753333333333334,79.9,4.373333333333333
2019,10,25.061290322580643,73.41935483870968,1.9483870967741934
2019,11,21.6,61.93333333333333,0.0
2019,12,17.799999999999997,61.806451612903224,0.3967741935483871
